6.697843566085157629e-01,4.790778065132852483e-25
1.201876932815581611e+00,2.768091463847790090e-24
2.156676469645430583e+00,1.599386593680282474e-23
3.869991400721874975e+00,9.241065759978732187e-23
6.944404342726255841e+00,5.339203611973881566e-22
1.246120383272164567e+01,3.084503192668406359e-21
2.236067966337277824e+01,1.781340216929508311e-20
4.012453385081730772e+01,1.027625545316122595e-19
7.200041505815924836e+01,5.907419901459473453e-19
1.291992522036890705e+02,3.357763758632901565e-18
2.318382019952101132e+02,1.840307258833220593e-17
4.160159674889891335e+02,8.970492499813864219e-17
7.465089174965913799e+02,2.997785508587413367e-16
