2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
10483217-4251276,PKS 1046-426,162.13397,-42.85773,280.1712,14.51711,11.701,0.064,0.056796235,0.057531592,0.000500347,250.0133975,2.174343163,98,1,0,0,0,320.9,12.6,273.5461778,2.25041E+40,0.008944444,0.008944444,0,0.000766326,0.000766326,0,162.1351026,-42.8594007,162.1353067,-42.85500378,p
10492114-0040049,CGCG 010-025,162.33807,-0.66805,251.37735,49.5791,10.651,0.059,0.038696959,0.038857534,0.000500347,166.5999808,2.145215445,-3,0,1,264.1,9.5,0,0,305.217627,1.11497E+40,0.012,0.012,0,0.000544865,0.000544865,0,162.3371525,-0.670848696,162.3371539,-0.666681745,j
10514731+5523087,MCG +09-18-041,162.94733,55.38571,152.07983,54.4379,11.654,0.059,0.073924834,0.077228772,0.000500347,340.2871789,2.204639856,98,0,4,533.5,10.39759588,0,0,616.560409,9.39661E+40,0.059666667,0.020777778,0,0.045704959,0.00246446,0,162.9606849,55.37536048,162.9460194,55.37547544,j
11031119+2758207,NGC 3504,165.79671,27.9725,204.60292,66.04009,8.349,0.014,0.005086877,0.005896661,0.000441973,24.29786842,1.759633075,2,0,1,274.1,10.5,0,0,316.7745232,2.46145E+38,0.00625,0.00625,0,0.000291887,0.000291887,0,165.8010831,27.96583915,165.7961934,27.97409595,p
11032753-4657471,2MASX J11032753-4657471,165.86469,-46.96302,284.46835,12.00103,11.463,0.078,0.049197608,0.049482099,0.000500347,213.7960415,2.161836004,98,5,0,0,0,780.9,18.92379455,665.6659713,4.00461E+40,0.164472222,0.039444444,0,0.088251071,0.006532041,0.021044377,165.8461838,-46.96063663,165.8461188,-46.95652453,j
11042732+3812320,MRK 0421,166.11382,38.20885,179.83186,65.03153,10.093,0.032,0.030020915,0.030505943,0.000500347,129.9908643,2.132060752,-2,0,3,877.6,29.04720296,0,0,1014.233205,2.25563E+40,0.037166667,0.018833333,0,0.020568575,0.000445266,0,166.1137351,38.21507793,166.1083683,38.21096151,j
11052280+3009411,CGCG 155-059,166.34505,30.16148,199.19173,66.5871,11.544,0.059,0.071656587,0.074327589,0.000500347,326.8450986,2.20020492,98,0,2,409.8,10.10445446,0,0,473.6016038,6.65888E+40,0.027388889,0.013777778,0,0.014344156,0.012218094,0.004820027,166.3457872,30.16208964,166.3409681,30.1620836,j
11054859-0002092,NGC 3521,166.45247,-0.0359,255.53194,52.82921,5.848,0.016,0.002671861,0.003289922,0.000633773,12.71811955,1.692424349,4,0,2,375,9.440338977,0,0,433.3836052,9.22619E+37,0.069611111,0.035277778,0,0.012184227,0.011643754,0.013985428,166.4581468,-0.037500005,166.4623149,-0.041666673,g
11082650-1015216,NGC 3537A,167.11047,-10.25604,265.70303,45.04176,9.684,0.038,0.027299018,0.026932815,0.000500347,114.4609233,2.126408479,15,0,1,323.2,11.4,0,0,373.5188832,6.44067E+39,0.004277778,0.004277778,0,0.000196689,0.000196689,0,167.1107547,-10.25665248,167.1065317,-10.25247041,p
11095773-3732216,2MASX J11095773-3732216,167.49054,-37.53934,281.57867,21.08892,7.279,0.017,0.010165706,0.010678533,0.00047533,44.00953839,1.890055521,-5,1,9,673,17.23919952,567.4,17.2,777.7791101,1.98269E+39,0.202277778,0.035305556,0,0.140583546,0.000261926,0,167.5297291,-37.52086501,167.5245326,-37.52507684,j
11113096+5540268,MESSIER 108,167.87903,55.67412,148.31456,56.25186,7.144,0.017,0.002331624,0.003306428,0.000517025,13.58921648,1.618562891,6,0,3,284.1,8.036168241,0,0,328.3314193,7.98005E+37,0.091805556,0.035333333,0,0.035881867,0.000303021,0,167.8743972,55.67076714,167.8743704,55.67910059,g
11125076-1219212,LCRS B111020.1-120301,168.21149,-12.32253,268.52222,43.864,11.329,0.08,0.065685761,0.067249247,0.000500347,294.2594253,2.189344764,98,0,4,389.7,7.966178507,0,0,450.3722425,5.13259E+40,0.085916667,0.025583333,0,0.038791631,0.004087267,0,168.2047219,-12.32909421,168.2047251,-12.33326094,j
11163458+2915166,CGCG 156-046 NED01,169.14418,29.2547,201.54063,69.02587,11.593,0.046,0.047816646,0.048892903,0.000500347,211.1605762,2.160917643,-3,0,1,1927.9,65.2,0,0,2228.054007,1.30754E+41,0.018861111,0.018861111,0,0.001049708,0.001049708,0,169.1463489,29.26207214,169.1415257,29.25794373,j
11185938+2754070,CGCG 156-060,169.74739,27.90195,205.40361,69.51785,11.251,0.05,0.067180135,0.069464747,0.000500347,304.4264523,2.192750028,-5,0,3,523,10.27764564,0,0,604.4256681,7.37245E+40,0.049944444,0.023055556,0,0.031592755,0.000841056,0,169.7455798,27.9107689,169.7408626,27.91069182,j
11194398+1357503,IC 2722 NED01,169.93318,13.96395,239.95262,64.89005,11.645,0.062,0.068804601,0.07097569,0.000500347,311.3770778,2.195069202,98,0,4,289.9,6.903622238,0,0,335.0344191,4.2753E+40,0.090888889,0.025972222,0,0.053101094,0.002499735,0.036792018,169.960096,13.96806113,169.9342819,13.97204372,j
11201502+1259286,NGC 3627,170.06261,12.99129,241.96164,64.41846,5.939,0.016,0.002425023,0.003292603,0.000642112,10.08247463,0.617640221,3,0,2,452.7,11.18928058,0,0,523.1806882,6.99988E+37,0.055972222,0.034611111,0,0.014899781,0.008182233,0,170.065753,12.98417136,170.0615437,12.9925369,g
11201701+1335221,NGC 3628,170.07091,13.58949,240.85176,64.78079,6.211,0.016,0.002751917,0.003645868,0.000575399,13.67562276,1.741766029,3,0,3,338.4,9.266606714,0,0,391.0853653,9.62654E+37,0.057944444,0.034333333,0,0.041882754,0.000571565,0,170.0709066,13.58847432,170.0666174,13.58850562,g
11255292-3523402,ESO 377- G 046,171.47058,-35.39457,283.89484,24.29452,9.794,0.046,0.033753515,0.033386336,0.000500347,142.5680258,2.13660664,-5,2,3,2606.4,66.13002344,3730.1,95.1475696,3179.665309,8.50609E+40,0.049222222,0.03125,0,0.01888992,0.008983852,0,171.4753363,-35.39071035,171.4702009,-35.3865637,j
11282461-1122184,2MASX J11282461-1122184,172.10262,-11.37174,272.58643,46.55003,11.494,0.071,0.07687022,0.079348055,0.000500347,350.1380274,2.207873546,98,0,3,484.9,10.83974169,0,0,560.3938938,9.04225E+40,0.065222222,0.030333333,0,0.024298726,0.002021039,0,172.1020022,-11.37080215,172.0977535,-11.37497057,j
11283132+5833417,NGC 3690,172.13052,58.56161,141.90741,55.40629,8.555,0.017,0.010220454,0.010492254,0.000391938,44.04140949,1.645167915,9,0,1,677.1,25.4,0,0,782.5174376,1.99766E+39,0.008083333,0.008083333,0,0.003117445,0.003117445,0.001065011,172.1246686,58.54928943,172.1326105,58.55348076,p
11330509-0400474,4C -03.43,173.27127,-4.01321,268.66263,53.56316,10.703,0.057,0.051962867,0.052742046,0.000500347,228.4160754,2.166910081,-5,0,7,1007,16.72483184,0,0,1163.779441,7.9915E+40,0.152972222,0.035305556,0,0.063072065,0.000229654,0,173.2740401,-3.999014353,173.2740531,-4.007347677,j
11335920+4903432,IC 0708,173.49678,49.06204,152.02431,63.46131,10.295,0.034,0.03162203,0.032359395,0.000500347,138.0779786,2.134986983,-5,0,4,877.8,17.96051224,0,0,1014.464343,2.5456E+40,0.033277778,0.011888889,0,0.019149059,0.001344312,0,173.5826258,49.03318147,173.589099,49.02909128,j
11344658+4857217,IC 0711,173.69408,48.95607,151.9626,63.6263,11.164,0.037,0.031565324,0.032299171,0.000500347,137.8148709,2.134891964,-5,0,3,405.3,11.31901056,0,0,468.4010005,1.17089E+40,0.076666667,0.035361111,0,0.065577644,0.001189163,0.006084516,173.6279159,49.00454276,173.6668054,48.97581498,j
11362642+7009268,MRK 0180,174.11006,70.15752,131.90985,45.64122,11.579,0.053,0.04527821,0.046930419,0.000500347,202.3977498,2.157855947,98,0,1,327.1,12,0,0,378.0260727,2.03816E+40,0.008611111,0.008611111,0,0.00039522,0.00039522,0.001218981,174.1095254,70.1563146,174.0983703,70.16083725,j
11390851+5539527,CGCG 268-067 NED01,174.78558,55.66459,142.56964,58.62148,11.31,0.059,0.061482833,0.063854204,0.000500347,278.7365742,2.184115787,98,0,1,275.1,8.9,0,0,317.9302128,3.25105E+40,0.026277778,0.026277778,0,0.001150678,0.001150678,0,174.7829788,55.65999607,174.7831455,55.66832901,j
11401689+1743404,NGC 3801,175.07042,17.72792,239.03265,71.09184,8.992,0.02,0.011584737,0.012371605,0.000675468,52.00443974,2.839352668,0,0,1,1143.3,38.5,0,0,1321.299936,4.70313E+39,0.008194444,0.008194444,0,0.000664051,0.000664051,0,175.0725906,17.72745789,175.0682158,17.72743925,p
11450498+1936229,NGC 3862,176.27083,19.60635,235.72729,73.03835,9.712,0.034,0.021595045,0.021534764,0.000500347,91.15120982,2.117841864,-5,0,4,5689,131.1335579,0,0,6574.718213,7.18963E+40,0.101083333,0.035333333,0,0.064358894,0.004247388,0,176.300839,19.6414099,176.2786895,19.62477895,j
11452010-3425596,PKS 1142-341,176.33388,-34.4332,287.737,26.48055,11.06,0.07,0.068170826,0.069744785,0.000500347,305.7136513,2.193180058,-5,1,2,376.5,12.41450764,536.8,16.2,457.5867504,5.62869E+40,0.019888889,0.011472222,0,0.018006397,0.001795254,0.003015049,176.3285386,-34.43440095,176.3284972,-34.43023287,j
11463354-3300247,PKS 1144-327,176.63988,-33.00685,287.55917,27.92078,11.317,0.065,0.060235297,0.061249672,0.000500347,266.8751248,2.180095526,98,2,2,463.9,11.66747616,620,14.01855913,536.1244119,5.02558E+40,0.027138889,0.01525,0,0.010537056,0.008501208,0,176.6404909,-33.00407069,176.6404164,-32.99830407,j
11472209+3501071,CGCG 186-048,176.84215,35.01873,179.04486,74.20391,11.54,0.052,0.062893816,0.065004663,0.000500347,283.9889551,2.185889157,98,0,1,637.1,19.1,0,0,736.289853,7.81549E+40,0.005305556,0.005305556,1,9.11421E-05,9.11421E-05,0.002970462,176.9091184,34.99993985,176.8889825,35.01267975,p
11485036+5924561,NGC 3894,177.20985,59.41562,137.12325,55.9546,8.641,0.015,0.010750823,0.010897538,0.000383599,45.7567387,1.610662211,-4,0,1,481.4,14.4,0,0,556.3489801,1.53307E+39,0.005055556,0.005055556,1,0.000322018,0.000322018,0,177.2063953,59.41581967,177.2063953,59.41581967,p
11553166+5453565,2MASX J11553166+5453565,178.88199,54.89898,139.27344,60.42,11.225,0.048,0.051736043,0.053491324,0.000500347,231.7855589,2.168074625,-5,0,3,1544.7,39.49544278,0,0,1785.193747,1.2623E+41,0.031611111,0.014361111,0,0.032011241,0.008462858,0,178.8768981,54.89468361,178.8766657,54.9030174,j
11564844-0405406,MCG -01-31-001,179.20183,-4.09455,277.95099,56.10452,10.449,0.044,0.026847018,0.026178711,0.000500347,111.1935684,2.125213719,-5,0,6,360.4,8.063498,0,0,416.5105368,6.77781E+39,0.123638889,0.035027778,0,0.065031292,0.000902846,0,179.2062812,-4.095450868,179.2062936,-4.082950858,j
11590561+5820355,CGCG 292-057,179.77351,58.34325,135.69798,57.46895,11.54,0.057,0.055255632,0.055621591,0.000500347,241.3839865,2.171382067,98,0,6,338.1,7.495331881,0,0,390.7386585,2.99645E+40,0.171861111,0.035305556,0,0.044619097,0.010105004,0.018740944,179.7777176,58.34123889,179.7696974,58.35372976,j
12015317-1852379,ARP 244,180.47154,-18.8772,286.96286,42.45281,7.244,0.018,0.005687295,0.005841025,0.000558721,24.43063589,2.336901878,9,0,2,579.8,14.04172354,0,0,670.0688381,5.26373E+38,0.03,0.016055556,0,0.009142787,0.007192032,0,180.4755767,-18.87428876,180.4755767,-18.87428876,g
12030709+5140307,MCG +09-20-071,180.77959,51.67518,140.03751,63.81857,11.605,0.063,0.063400836,0.065847538,0.000500347,287.8421228,2.187187455,-5,0,3,684.8,15.63009917,0,0,791.4162476,8.63014E+40,0.052472222,0.020527778,0,0.032114353,0.007543157,0,180.7657483,51.65999669,180.7659596,51.67249621,j
12040140+2013559,NGC 4061,181.00592,20.23227,242.85796,77.15066,9.899,0.03,0.024450367,0.02448386,0.000500347,103.8632069,2.122526135,-5,0,6,398.6,7.156116265,0,0,460.6578801,6.54043E+39,0.112944444,0.028333333,0,0.060198573,0.003227406,0.002692295,181.0079359,20.20965498,180.9990548,20.20970491,j
12053418+5032205,NGC 4088,181.39246,50.53903,140.33528,65.0112,7.548,0.017,0.002525092,0.003517895,0.000517025,14.94238288,1.814424057,4,0,2,222,6.33245608,0,0,256.5630943,7.53943E+37,0.052,0.035305556,0,0.007304519,0.004869673,0,181.3966291,50.54131822,181.390196,50.54556536,g
12062311+5242394,NGC 4102,181.59631,52.71095,138.07866,63.07239,7.757,0.016,0.002821966,0.003796284,0.000517025,17.2137377,1.88259717,3,0,1,272.7,9.6,0,0,315.1565577,1.22908E+38,0.004694444,0.004694444,0,0.000379418,0.000379418,0,181.5957709,52.71024304,181.5890459,52.71450028,p
12063333+2215375,4C +22.33,181.63892,22.2604,236.02673,78.71003,11.54,0.06,0.065055322,0.06711071,0.000500347,293.624651,2.189131646,98,0,2,920.5,26.10306495,0,0,1063.81229,1.20713E+41,0.0115,0.006888889,0,0.004390046,0.000777461,0,181.6390432,22.26174249,181.639092,22.26591081,p
12070524-2741466,ESO 505- G 014,181.77185,-27.69632,291.05817,34.15077,10.051,0.04,0.025070799,0.024501453,0.000500347,103.9392073,2.12255405,-2,0,11,284.3,8.56095789,0,0,328.5625572,4.67177E+39,0.285777778,0.035222222,0,0.239415477,0.002024167,0,181.7296786,-27.76881679,181.7444163,-27.73988669,j
12080557+2514141,UGC 07115,182.02316,25.23728,221.50742,80.09692,10.265,0.029,0.022525693,0.022599556,0.000500347,95.7346486,2.119534294,-5,0,11,749.1,12.06855418,0,0,865.7270898,1.0443E+40,0.23425,0.035138889,0,0.159250367,0.00133521,0,182.0516653,25.2045657,182.0237534,25.22088598,j
12103265+3924207,NGC 4151,182.63608,39.40576,155.0768,75.06339,7.493,0.016,0.003318979,0.004278869,0.00046699,14.74330419,1.36272056,1,0,1,359.6,10.8,0,0,415.5859852,1.18893E+38,0.00525,0.00525,1,0.000450928,0.000450928,0,182.6374168,39.40496647,182.6317404,39.41318674,p
12110780-4641240,2MASX J12110780-4641240,182.7825,-46.68995,295.77289,15.62074,10.864,0.061,0.032682769,0.032259687,0.000500347,137.6423835,2.134829664,-5,2,0,0,0,410.7,12.79882807,350.0947809,8.7296E+39,0.032527778,0.018305556,0,0.01780209,0.014443277,0,182.7809676,-46.69499207,182.7807558,-46.69088196,j
12154383+1709178,2MASX J12154383+1709178,183.9326,17.15489,261.48697,77.05547,11.621,0.063,0.095633291,0.100420166,0.000500347,449.5207281,2.239752276,98,0,1,493.2,16.8,0,0,569.9861176,1.51589E+41,0.017777778,0.017777778,0,0.000452674,0.000452674,0,183.9345902,17.15423496,183.9302295,17.15423361,j
12184962+1424593,MESSIER 099,184.70677,14.41649,270.43109,75.18974,7.097,0.018,0.008028927,0.0082739,0.000408617,33.4938197,1.609299247,5,0,3,420.1,12.12023102,0,0,485.5052068,7.16849E+38,0.086083333,0.034833333,0,0.037483586,0.003307707,0,184.7056037,14.42780949,184.7056037,14.42780949,g
12185235+0514443,2MASX J12185235+0514443,184.71819,5.24564,281.97131,66.78279,11.489,0.088,0.075282447,0.077882538,0.000500347,343.3231736,2.205637937,98,0,1,504.4,15.1,0,0,582.9298412,9.0433E+40,0.0055,0.0055,1,0.001658257,0.001658257,0,184.7155152,5.245621174,184.71552,5.249788827,p
12185761+4718133,MESSIER 106,184.74008,47.30372,138.31985,68.84251,5.592,0.016,0.001494374,0.002502641,0.000575399,7.442098729,0.336364905,4,0,6,513,10.74150827,0,0,592.8687719,4.32169E+37,0.135,0.034222222,0,0.097921043,0.011895741,0.001261225,184.7296399,47.30382806,184.7111153,47.32045048,g
12192326+0549289,UGC 7360,184.84692,5.82471,281.80554,67.37234,7.401,0.017,0.007465201,0.0077005,0.000433634,32.14877455,1.722448988,-5,0,4,10438.4,193.3969235,0,0,12063.55047,1.641E+40,0.085611111,0.035361111,0,0.066781381,0.033032694,0.022054075,184.8418833,5.829048185,184.8460658,5.824875119,j
12200682+2916498,NGC 4278,185.02841,29.2805,193.78526,82.77279,7.258,0.016,0.002164842,0.003167089,0.000600416,15.13006199,1.253999896,-5,0,1,385,11.6,0,0,444.9405013,1.34056E+38,0.004722222,0.004722222,1,0.000355713,0.000355713,0,185.0271008,29.27967007,185.0223652,29.28387262,p
12215494+0428249,MESSIER 061,185.47896,4.47359,284.37125,66.27561,6.979,0.019,0.005223639,0.005738223,0.000441973,22.14392354,1.611590352,4,0,2,444.3,13.53698637,0,0,513.4728954,3.31384E+38,0.04375,0.035333333,0,0.013748358,9.99973E-05,0,185.4754998,4.477851062,185.4754998,4.477851062,g
12225489+1549205,MESSIER 100,185.72874,15.82238,271.13623,76.89884,6.801,0.018,0.005240317,0.005736589,0.000425295,20.28997868,1.169289932,4,0,4,262.6,7.870196948,0,0,303.4840926,1.64438E+38,0.115027778,0.035194444,0,0.028878073,0.000704005,0,185.7282668,15.82642126,185.7238632,15.81812278,g
12250377+1253130,MESSIER 084,186.26575,12.88696,278.20502,74.4783,6.333,0.016,0.003535797,0.00427864,0.000458651,17.26468869,0.790965345,-5,0,3,6097.4,145.078944,0,0,7046.701852,2.76444E+39,0.033222222,0.015916667,0,0.021243932,0.009053417,0,186.2686372,12.88640066,186.2643611,12.88637444,j
12262708+3113247,NGC 4414,186.61293,31.22352,174.53949,83.18197,6.998,0.01,0.002388331,0.003386709,0.000558721,16.84382102,1.248070981,5,0,1,239.9,7.9,0,0,277.2499384,1.03528E+38,0.02025,0.02025,0,0.000656205,0.000656205,0,186.6151251,31.22395318,186.6103443,31.22820089,g
12262960+0901094,NGC 4410 NED02,186.62328,9.01927,283.73666,70.95545,9.538,0.038,0.025237582,0.025131163,0.000500347,106.6607141,2.123552972,-2,0,3,296.3,8.060397013,0,0,342.4308326,5.12727E+39,0.073527778,0.035305556,0,0.033040626,0.005389209,0,186.6329876,9.014478273,186.6287518,9.018631708,j
12281111+4405368,NGC 4449,187.04633,44.09356,136.85326,72.40086,7.485,0.019,0.000690481,0.001564277,0.000583738,6.521204499,2.433504127,10,0,5,271.2,7.193747285,0,0,313.4230233,1.75425E+37,0.112222222,0.035277778,0,0.065201134,0.000771193,0,187.0424452,44.09017209,187.0544821,44.10246126,g
12290674+0203083,3C 273,187.27812,2.05233,289.95135,64.35989,9.935,0.017,0.15834031,0.172719373,0.000500347,809.6253895,2.34538566,-9,0,1,54991.2,1900.3,0,0,63552.75869,5.48286E+43,0.005972222,0.005972222,0,0.001677395,0.001677395,0,187.2745147,2.053471957,187.2745147,2.053471957,j
12294679+0800014,MESSIER 049,187.44499,8.00041,286.92224,70.19597,5.498,0.017,0.00332565,0.004012355,0.000525364,15.79893093,0.746820129,-5,0,3,255.9,7.983733462,0,0,295.7409722,9.71564E+37,0.043583333,0.019972222,0,0.020621869,0.000905193,0,187.4445809,8.003795654,187.4445809,8.003795654,j
12295233+1140391,2MASX J12295233+1140391,187.46806,11.67747,283.74573,73.74049,11.301,0.085,0.082787675,0.086174527,0.000500347,382.049163,2.21825538,98,0,3,1576.1,41.24924242,0,0,1821.4824,3.49919E+41,0.052166667,0.030833333,0,0.021332892,0.004551507,0.001195546,187.4553923,11.67447123,187.463894,11.6786543,j
12301214+1144411,VPCX 29,187.55058,11.74488,283.95029,73.82887,11.61,0.065,0.08710068,0.090910055,0.000500347,404.3467797,2.225426564,98,0,1,379.8,13.3,0,0,438.9309154,9.44514E+40,0.005027778,0.005027778,0,0.00196218,0.00196218,0,187.5659066,11.74549775,187.5488831,11.74547098,p
12303636+4138370,NGC 4490,187.65154,41.64363,137.99504,74.86983,7.506,0.018,0.001887733,0.002901633,0.000583738,10.19297135,1.543264486,8,0,4,812.7,20.7826851,0,0,939.2289492,1.28433E+38,0.109,0.035333333,0,0.055614846,0.00581315,0,187.6442498,41.65426366,187.6439075,41.64593066,g
12304942+1223279,MESSIER 087,187.70593,12.3911,283.77777,74.49104,5.896,0.016,0.004359704,0.004988799,0.000425295,18.43645712,1.109582045,-4,0,7,147447.2,4860.570559,0,0,170403.1976,7.62319E+40,0.146361111,0.035361111,0,0.099973709,0.001776053,0,187.6886117,12.36233059,187.70138,12.38734494,j
12311545-3346248,PKS 1228-335,187.81439,-33.77355,298.14178,28.91042,11.467,0.077,0.056285879,0.05707464,0.000500347,247.946865,2.17363512,98,1,1,499.1,16.8,603.2,18.4,576.8046863,4.66713E+40,0.019972222,0.019972222,0,0.000844686,0.00075938,0,187.8125588,-33.77658289,187.8163149,-33.77084794,j
12315921+1425134,MESSIER 088,187.99673,14.42041,282.32941,76.50777,6.321,0.016,0.007608634,0.007926556,0.000425295,31.58889337,1.617019134,3,0,1,277.1,8.9,0,0,320.241592,4.20582E+38,0.032833333,0.032833333,0,0.002908803,0.002908803,0,187.9956977,14.42480145,187.9956978,14.42063321,g
12360813+1638291,IC 3557 NED01,189.03391,16.64143,283.48352,78.93092,11.479,0.058,0.078901635,0.082016633,0.000500347,362.5799009,2.211938199,98,0,1,680.5,22.6,0,0,786.4467822,1.36076E+41,0.022833333,0.022833333,0,0.00058345,0.00058345,0,189.030735,16.64339849,189.0307126,16.63923162,j
12410031+1833142,4C +18.35,190.25134,18.55391,286.74808,81.09596,11.728,0.074,0.073748044,0.076453762,0.000500347,336.6914219,2.203456051,98,0,2,601.4,17.44276354,0,0,695.0317338,1.03699E+41,0.0455,0.023055556,0,0.049915367,0.012261209,0.00084626,190.241986,18.52442426,190.2461681,18.54530704,j
12420800+3232294,NGC 4631,190.53337,32.54151,142.806,84.22353,6.615,0.017,0.002021408,0.003034465,0.000592077,8.51612133,1.109109015,7,0,5,976.2,18.18130908,0,0,1128.184201,1.07688E+38,0.161416667,0.035305556,0,0.080791296,0.001069341,0,190.5225781,32.54513839,190.5125505,32.5369225,g
12450867-0027428,NGC 4666,191.28615,-0.46191,299.53802,62.36829,7.093,0.016,0.005080206,0.005536439,0.00046699,22.37865241,1.731024724,5,0,1,434.2,13.8,0,0,501.8004303,3.30753E+38,0.028861111,0.028861111,0,0.001404587,0.001404587,0,191.2832908,-0.466671851,191.2832913,-0.462505047,g
12484927-4118399,NGC 4696,192.20532,-41.31109,302.40359,21.55797,7.259,0.018,0.009866874,0.010055564,0.00046699,41.70615543,1.844366629,-4,1,0,0,0,5674,170.3,4836.712411,1.10727E+40,0,0,1,0.000697977,0.000697977,0,192.2131504,-41.30097469,192.2012682,-41.31070845,p
12505314+4107125,MESSIER 094,192.72145,41.12015,123.36211,76.00777,5.163,0.015,0.001027382,0.001984284,0.000608755,5.494061707,0.835552689,2,0,1,265.1,8.6,0,0,306.3733166,1.21715E+37,0.029083333,0.029083333,0,0.001364686,0.001364686,0,192.7263227,41.11572662,192.7206467,41.11978623,g
12520837-2151544,ESO 575- G 013,193.03496,-21.86511,303.14771,41.00632,9.776,0.034,0.023179482,0.022657502,0.000500347,95.98428533,2.119626359,-3,0,7,224.9,7.160307256,0,0,259.9145942,3.15163E+39,0.164805556,0.035222222,0,0.15243382,0.000953784,0,193.0326948,-21.86821053,193.0326345,-21.85987296,j
12525601-1520318,2MASX J12525601-1520318,193.23346,-15.34223,303.466,47.52793,11.56,0.068,0.044621086,0.044949502,0.000500347,193.5765758,2.15476107,-4,0,3,347.5,9.643132271,0,0,401.6021408,1.98064E+40,0.053583333,0.022138889,0,0.033353037,0.006406126,0,193.2357754,-15.33810952,193.2228111,-15.33818346,j
12530723-1029394,NGC 4760,193.28012,-10.49428,303.60938,52.3752,8.663,0.027,0.014776961,0.016034182,0.00037526,67.40462213,1.546468136,-5,0,9,1024.7,21.46811589,0,0,1184.235147,7.08144E+39,0.254277778,0.035305556,0,0.120363763,0.010117055,0,193.2798223,-10.48856924,193.2713283,-10.48443975,j
12542222-2900466,ESO 443- G 004,193.59261,-29.01296,303.70392,33.85437,10.424,0.056,0.054101024,0.054814847,0.000500347,237.7457597,2.170130123,-5,0,2,383.2,11.6498927,0,0,442.86026,3.29455E+40,0.042138889,0.035222222,0,0.004578207,0.001865833,0,193.5915544,-29.01181109,193.5915544,-29.01181109,j
12543570-1234070,2MASX J12543570-1234070,193.64874,-12.56861,304.13779,50.2957,8.23,0.019,0.015404065,0.016494345,0.000366921,69.3534363,1.513018097,-5,0,4,7710.6,174.3037578,0,0,8911.060337,5.64118E+40,0.073138889,0.025222222,0,0.033838934,0.014242629,0.001723214,193.6522493,-12.55767456,193.6479522,-12.55353273,j
12543771+5305241,NGC 4801,193.65724,53.09003,121.83782,64.03159,10.97,0.045,0.054087681,0.055987375,0.000500347,243.0348887,2.171949465,-3,0,4,309.3,6.641535967,0,0,357.4547976,2.77883E+40,0.067861111,0.035333333,0,0.060287278,0.004531496,0.002946268,193.6656166,53.09694566,193.658357,53.08870829,j
12545745-4424564,PKS 1252-441,193.7395,-44.41573,303.59454,18.45149,10.779,0.043,0.041095296,0.041048786,0.000500347,176.2769657,2.148653807,-5,1,0,0,0,368.1,11.1,313.7810783,1.28328E+40,0,0,1,0.001203548,0.001203548,0,193.746319,-44.42426683,193.737952,-44.41537713,j
12561432+5652244,UGC 08058,194.05971,56.87345,121.61043,60.24262,8.857,0.016,0.042169378,0.043504045,0.000500347,187.1550673,2.152499961,5,0,1,308.9,12.1,0,0,356.9925217,1.64576E+40,0.005138889,0.005138889,0,0.00048952,0.00048952,0.001524467,194.0588876,56.87077436,194.0591171,56.87493964,j
12572192-3021485,PKS 1254-30,194.34143,-30.36356,304.44785,32.49073,10.766,0.067,0.054254464,0.054971,0.000500347,238.4496669,2.170372507,5,1,1,1161.5,41.7,1777,53.5,1514.775811,1.13356E+41,0.011361111,0.011361111,0,0.003002649,0.002585475,0,194.3451131,-30.36359437,194.345077,-30.35942612,j
12592333+2754418,NGC 4869,194.84727,27.91161,57.34513,88.07103,10.792,0.04,0.022879273,0.023061296,0.000500347,97.72445003,2.120267805,-5,0,3,439.3,10.07819428,0,0,507.6944474,6.38136E+39,0.076027778,0.035083333,0,0.052249638,0.006728306,0.002281938,194.8022124,27.91563962,194.8211215,27.91163545,j
12594900-2539389,2MASX J12594900-2539389,194.95415,-25.66078,305.30154,37.17239,11.703,0.06,0.064801812,0.066254936,0.000500347,289.706057,2.187814692,98,0,1,715,25.1,0,0,826.3180739,9.12781E+40,0.0135,0.0135,0,0.001216172,0.001216172,0.001833472,194.9552172,-25.66340824,194.9506307,-25.65920895,j
13010079-3226289,ESO 443- G 024,195.2533,-32.44135,305.2738,30.38684,8.574,0.026,0.017041873,0.017455542,0.000425295,73.44732342,1.751356594,-2,2,2,1439.2,44.74472036,1866.2,52.55520907,1663.268492,1.18091E+40,0.079722222,0.079722222,0,0.018391442,0.000964527,0,195.2525642,-32.43777158,195.2489431,-32.43782107,j
13052727-4928044,NGC 4945,196.36366,-49.4679,305.27151,13.34017,4.471,0.016,0.001877975,0.001164666,0.000383599,3.859851059,0.728757347,6,2,0,0,0,5944.5,167.8316418,5067.295898,9.93623E+37,0.043722222,0.043722222,0,0.035748977,0.000630996,0,196.3683568,-49.46835422,196.3635407,-49.46429603,g
13075472-3146415,PKS 1305-315,196.97794,-31.7782,307.01471,30.96291,11.491,0.073,0.053153697,0.053808449,0.000500347,233.2126948,2.168567318,98,0,2,355.1,8.697700846,0,0,410.3853819,2.93765E+40,0.025916667,0.0135,0,0.012680601,0.012192647,0,196.9853403,-31.77928564,196.9755366,-31.77920705,j
