level_0,index,Name,Distance [Mpc],RA,Dec,l,b,sigma_e [km/s]
185,186,NGC 289,30.25,49.7075,-1.97333,183.8,-46.675,124.5
189,190,PGC 12691,17.275,50.905,-35.7783,237.541,-56.6376,-9.9
190,191,PGC 74392,18.967,51.0737,-35.2617,236.588,-56.5339,-9.9
196,197,FCC 2,18.967,51.4425,-35.5083,237.001,-56.2195,-9.9
198,199,PGC 74418,18.967,51.5308,-35.1275,236.311,-56.1679,-9.9
200,201,NGC 336,21.525,51.6342,-35.7136,237.352,-56.0515,-9.9
201,202,PGC 74435,18.967,51.6771,-34.5472,235.262,-56.0712,-9.9
204,205,,20.4,51.7254,-35.5178,236.994,-55.989,-9.9
205,206,PGC 74451,18.967,51.7837,-34.3997,234.994,-55.9876,-9.9
206,207,PGC 12878,21.18,51.825,-34.5264,235.218,-55.95,69.0
207,208,PGC 12882,18.967,51.84,-36.1464,238.104,-55.8563,-9.9
208,209,PGC 74469,18.967,51.8663,-35.9233,237.705,-55.8503,-9.9
209,210,PGC 74475,18.967,51.895,-37.505,240.503,-55.6928,-9.9
211,212,PGC 74504,18.967,52.0,-33.6625,233.674,-55.8203,-9.9
213,214,PGC 74506,18.967,52.0279,-35.2367,236.472,-55.757,-9.9
214,215,PGC 12931,18.967,52.1175,-33.7339,233.8,-55.7221,-9.9
215,216,PGC 74521,18.967,52.2158,-33.8444,233.995,-55.6396,-9.9
219,220,PGC 74565,18.967,52.4396,-35.3783,236.695,-55.415,-9.9
221,222,PGC 74605,23.1,52.6271,-34.26,234.721,-55.2942,-9.9
222,223,NGC 351,20.459,52.6458,-34.8539,235.763,-55.2658,-9.9
225,226,PGC 74628,18.967,52.7346,-33.5556,233.484,-55.2085,-9.9
227,228,PGC 74649,18.967,52.8004,-33.2439,232.939,-55.1509,-9.9
228,229,FCC 4,18.967,52.845,-34.9717,235.96,-55.099,-9.9
231,232,PGC 13099,18.967,52.9371,-34.3381,234.851,-55.037,-9.9
233,234,PGC 13097,21.14,52.9483,-35.0519,236.096,-55.012,-9.9
238,239,PGC 13146,19.425,53.1983,-34.2386,234.674,-54.8223,-9.9
242,243,PGC 74711,18.967,53.2646,-33.7231,233.78,-54.7681,-9.9
245,246,PGC 74723,18.967,53.38,-34.4553,235.047,-54.6701,-9.9
246,247,PGC 13177,36.267,53.3908,-33.5733,233.522,-54.6619,-9.9
247,248,PGC 74726,18.967,53.4267,-32.4253,231.54,-54.6038,-9.9
249,250,PGC 74729,18.967,53.4542,-34.1697,234.553,-54.6111,-9.9
250,251,PGC 74730,18.967,53.4808,-34.3467,234.858,-54.588,-9.9
253,254,PGC 74738,18.967,53.5908,-34.5925,235.28,-54.4947,-9.9
255,256,PGC 13232,18.967,53.6283,-34.2975,234.772,-54.4665,-9.9
267,268,IC 335,18.01,53.8792,-34.4469,235.026,-54.2586,221.0
268,269,PGC 13281,18.614,53.8879,-32.465,231.635,-54.2165,-9.9
283,284,PGC 74776,18.967,54.18,-34.1592,234.534,-54.0105,-9.9
284,285,PGC 74777,18.967,54.1896,-33.0139,232.587,-53.9828,-9.9
286,287,PGC 74778,18.967,54.2025,-34.28,234.74,-53.9922,-9.9
309,310,PGC 13404,20.675,54.5567,-33.1272,232.795,-53.6789,40.0
315,316,NGC 395,21.412,54.6237,-23.0275,216.212,-52.1208,239.8
324,325,PGC 74840,18.967,54.8867,-31.7922,230.575,-53.3357,-9.9
330,331,PGC 74860,18.967,55.0196,-34.1678,234.558,-53.3159,-9.9
331,332,PGC 74863,18.967,55.0312,-32.3194,231.468,-53.2452,-9.9
332,333,PGC 74865,18.967,55.0421,-34.4464,235.024,-53.2996,-9.9
333,334,NGC 407,23.5,55.0492,-18.58,209.635,-50.384,262.8
334,335,PGC 74871,18.967,55.0792,-33.4217,233.311,-53.2512,-9.9
335,336,PGC 74872,18.967,55.0854,-37.6447,240.364,-53.1618,-9.9
341,342,NGC 419,18.54,55.1754,-37.5108,240.133,-53.0996,-9.9
343,344,PGC 13537,18.967,55.1846,-37.4086,239.962,-53.0989,-9.9
346,347,PGC 74896,18.967,55.2304,-37.8381,240.671,-53.0338,-9.9
348,349,PGC 13550,17.517,55.265,-33.7794,233.915,-53.1058,-9.9
353,354,PGC 74911,18.967,55.3396,-33.7692,233.9,-53.0436,-9.9
357,358,PGC 74918,18.967,55.4275,-33.4844,233.431,-52.9626,-9.9
365,366,PGC 13615,18.5,55.6096,-36.6867,238.737,-52.7975,-9.9
366,367,PGC 74936,18.967,55.6129,-33.8711,234.078,-52.819,-9.9
369,370,PGC 13635,18.967,55.6887,-33.9206,234.162,-52.7572,-9.9
370,371,PGC 74950,18.967,55.8033,-34.6431,235.357,-52.6739,-9.9
371,372,PGC 13671,28.633,55.8442,-33.9403,234.2,-52.6288,44.0
372,373,PGC 74952,18.967,55.8467,-34.6953,235.444,-52.6386,-9.9
373,374,PGC 74960,18.967,55.9762,-33.0397,232.726,-52.487,-9.9
374,375,PGC 74965,18.967,56.1046,-35.8567,237.351,-52.4225,-9.9
375,376,PGC 74966,18.967,56.1129,-35.6644,237.036,-52.4185,-9.9
376,377,PGC 74968,18.967,56.1371,-35.1958,236.268,-52.402,-9.9
377,378,PGC 74969,18.967,56.1637,-35.9825,237.556,-52.3723,-9.9
378,379,PGC 74970,18.967,56.185,-35.6833,237.066,-52.3597,-9.9
379,380,NGC 439,25.238,56.2079,-21.9206,215.147,-50.4105,150.7
380,381,PGC 13749,18.967,56.2496,-36.3194,238.105,-52.2955,-9.9
381,382,FCC 1,20.367,56.2646,-35.9725,237.537,-52.2909,60.0
382,383,PGC 13758,16.65,56.3087,-36.9367,239.11,-52.2282,-9.9
383,384,PGC 74982,18.967,56.3787,-34.505,235.141,-52.1984,-9.9
384,385,PGC 74983,18.967,56.3904,-37.0833,239.345,-52.1572,-9.9
385,386,PGC 74985,18.967,56.4496,-35.0606,236.047,-52.1462,-9.9
386,387,PGC 74987,18.967,56.5342,-36.8225,238.914,-52.0521,-9.9
387,388,NGC 460,21.325,56.5571,-36.6964,238.708,-52.0379,-9.9
388,389,PGC 74990,18.967,56.6392,-34.6858,235.44,-51.9869,-9.9
389,390,PGC 13822,18.967,56.6571,-37.1594,239.455,-51.9416,-9.9
390,391,PGC 74993,18.967,56.7562,-36.4375,238.281,-51.8849,-9.9
391,392,PGC 13839,17.05,56.7842,-36.3267,238.101,-51.8648,-9.9
392,393,PGC 74994,18.967,56.7875,-32.7739,232.352,-51.7929,-9.9
393,394,PGC 13844,18.967,56.8175,-32.3031,231.595,-51.7374,-9.9
394,395,FCC 1,18.967,56.8912,-35.9528,237.494,-51.784,-9.9
395,396,PGC 74998,18.967,56.9062,-36.3631,238.156,-51.7657,-9.9
396,397,PGC 13864,19.7,56.9696,-36.4717,238.33,-51.7126,-9.9
397,398,PGC 74999,18.967,57.0087,-35.0267,235.998,-51.6881,-9.9
404,405,PGC 75013,18.967,57.7196,-35.1711,236.242,-51.1085,-9.9
406,407,AGC 23010,15.514,58.0037,-33.4678,233.552,-50.815,11.4
455,456,NGC 665,37.5,72.0712,-5.4275,203.102,-29.7781,90.8
457,458,NGC 700,41.078,74.2346,-4.86583,203.699,-27.6139,218.3
458,459,Carina,0.103,100.403,-50.9661,260.112,-22.2235,3.7
461,462,NGC 481,32.0,119.307,23.7678,197.607,24.4811,167.5
473,474,NGC 569,66.268,125.338,20.8675,202.811,28.7102,161.0
474,475,AGC 180226,66.268,125.36,21.1308,202.538,28.8208,-9.9
476,477,AGC 180237,66.268,125.721,21.0781,202.727,29.1185,146.0
478,479,NGC 592,45.833,126.783,25.9703,197.718,31.6106,191.4
479,480,NGC 594,35.1,126.821,25.8789,197.832,31.6161,167.5
480,481,UGC 551,28.0,131.025,49.7939,169.394,38.2745,165.6
482,483,NGC 679,30.5,132.887,30.8653,193.6,38.0406,101.2
483,484,NGC 695,35.722,133.613,-3.06694,231.03,25.4703,180.7
485,486,NGC 698,27.1,133.902,-3.18389,231.31,25.6524,192.8
486,487,NGC 699,26.22,133.953,-3.1275,231.287,25.7258,127.1
487,488,NGC 694,71.684,134.247,51.3319,167.236,40.2133,145.0
488,489,NGC 764,37.4,137.072,21.4433,206.504,39.2329,106.9
489,490,NGC 768,20.067,137.906,60.0372,155.495,40.5634,198.2
490,491,NGC 778,37.75,138.102,35.0275,189.104,43.0203,132.1
492,493,NGC 824,40.7,139.759,26.27,201.239,42.9212,127.4
494,495,NGC 859,27.333,141.077,34.5136,190.155,45.4014,162.9
496,497,Leo_T,0.411,143.722,17.0514,214.852,43.6609,9.4
497,498,NGC 962,33.2,145.225,5.16583,229.997,39.6682,145.2
