6.697843566085157629e-01,1.341478193704498973e-45
1.201876932815581611e+00,7.751015396847993467e-45
2.156676469645430583e+00,4.478509936697540952e-44
3.869991400721874975e+00,2.587666820013983972e-43
6.944404342726255841e+00,1.495143102332346207e-42
1.246120383272164567e+01,8.638848222993735431e-42
2.236067966337277824e+01,4.991426368366820717e-41
4.012453385081730772e+01,2.883897269786322582e-40
7.200041505815924836e+01,1.666060481920230118e-39
1.291992522036890705e+02,9.621872843522496325e-39
2.318382019952101132e+02,5.550994782808757189e-38
4.160159674889891335e+02,3.191599813816261652e-37
7.465089174965913799e+02,1.815102414419087175e-36
