6.697843566085157629e-01,1.341230020650048250e-33
1.201876932815581611e+00,7.746399135107919089e-33
2.156676469645430583e+00,4.469927151489122869e-32
3.869991400721874975e+00,2.571732667726443002e-31
6.944404342726255841e+00,1.465700087382409682e-30
1.246120383272164567e+01,8.102946916634937223e-30
2.236067966337277824e+01,4.061332088138600179e-29
4.012453385081730772e+01,1.484611528060206653e-28
7.200041505815924836e+01,1.964091492575283789e-28
1.291992522036890705e+02,9.850006093223342813e-30
2.318382019952101132e+02,1.309997756259890780e-35
4.160159674889891335e+02,3.200108326801642536e-56
7.465089174965913799e+02,2.779545389927072688e-124
