Source_Name,DataRelease,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,PLEC_SigCurv,Npred,Flux_Band.0,Flux_Band.1,Flux_Band.2,Flux_Band.3,Flux_Band.4,Flux_Band.5,Flux_Band.6,Unc_Flux_Band.0_0,Unc_Flux_Band.0_1,Unc_Flux_Band.1_0,Unc_Flux_Band.1_1,Unc_Flux_Band.2_0,Unc_Flux_Band.2_1,Unc_Flux_Band.3_0,Unc_Flux_Band.3_1,Unc_Flux_Band.4_0,Unc_Flux_Band.4_1,Unc_Flux_Band.5_0,Unc_Flux_Band.5_1,Unc_Flux_Band.6_0,Unc_Flux_Band.6_1,nuFnu_Band.0,nuFnu_Band.1,nuFnu_Band.2,nuFnu_Band.3,nuFnu_Band.4,nuFnu_Band.5,nuFnu_Band.6,Sqrt_TS_Band.0,Sqrt_TS_Band.1,Sqrt_TS_Band.2,Sqrt_TS_Band.3,Sqrt_TS_Band.4,Sqrt_TS_Band.5,Sqrt_TS_Band.6,Variability_Index,Frac_Variability,Unc_Frac_Variability,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Flux_History.0,Flux_History.1,Flux_History.2,Flux_History.3,Flux_History.4,Flux_History.5,Flux_History.6,Flux_History.7,Flux_History.8,Flux_History.9,Unc_Flux_History.0_0,Unc_Flux_History.0_1,Unc_Flux_History.1_0,Unc_Flux_History.1_1,Unc_Flux_History.2_0,Unc_Flux_History.2_1,Unc_Flux_History.3_0,Unc_Flux_History.3_1,Unc_Flux_History.4_0,Unc_Flux_History.4_1,Unc_Flux_History.5_0,Unc_Flux_History.5_1,Unc_Flux_History.6_0,Unc_Flux_History.6_1,Unc_Flux_History.7_0,Unc_Flux_History.7_1,Unc_Flux_History.8_0,Unc_Flux_History.8_1,Unc_Flux_History.9_0,Unc_Flux_History.9_1,Sqrt_TS_History.0,Sqrt_TS_History.1,Sqrt_TS_History.2,Sqrt_TS_History.3,Sqrt_TS_History.4,Sqrt_TS_History.5,Sqrt_TS_History.6,Sqrt_TS_History.7,Sqrt_TS_History.8,Sqrt_TS_History.9,ASSOC_FGL,ASSOC_FHL,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,Flags
4FGL J0118.3-6008,1,19.5886,-60.1426,296.8381,-56.6660,0.0740,0.0654,35.460,0.1200,0.1060,35.460,1282,,8.331,1688.07,1.6341e-10,2.6279e-11,1.8570e-12,2.9169e-13,PowerLaw,6.1862e-14,9.7017e-15,2.1814,0.1182,7.5301e-14,1.3839e-14,2.0188,0.2073,0.1842,0.1287,1.793,7.3660e-14,1.3184e-14,1.5334,0.4451,0.00429,0.00296,0.6667,nan,2.016,319.04,2.538801668894308e-10,1.6803836967727026e-12,4.764990624295251e-10,1.3622071526331325e-10,4.5231637879616926e-11,3.997090852747576e-12,6.421206557135611e-17,nan,1.3280506472312936e-08,nan,1.2413383654319432e-09,-1.5474185821595654e-10,1.61620800076534e-10,-3.086319741441024e-11,3.3604934807085485e-11,-1.2007248494094735e-11,1.3892613622001893e-11,-2.586924381306477e-12,4.1564195661647485e-12,nan,3.965417837842322e-12,4.0380069757763384e-14,3.9667352307262856e-16,3.2026673522402016e-13,3.2156438969921375e-13,3.0401294546025803e-13,9.435583824685123e-14,3.1901326677176802e-18,0.0,0.0,3.2638962268829346,5.707266807556152,6.281272888183594,2.216083288192749,0.0,30.8245,0.6930,0.2567,6.530,5.775916633865563e-09,1.4105476786596682e-09,507590016.0,31560000.0,1.1541129163461505e-09,2.036649293657433e-09,4.1414296986360885e-14,2.744620503092321e-12,1.441456842776745e-09,1.0948456585779809e-09,3.239511325858757e-09,3.934799597260508e-09,5.775916633865563e-09,5.442784889453378e-09,-1.0843884679090365e-09,1.3716116020745517e-09,-9.46355660502718e-10,1.1417153888970688e-09,nan,8.661062977921574e-10,nan,9.181622129261768e-10,-1.0700045294242955e-09,1.27865185106657e-09,-1.0615056611484874e-09,1.3146690402976446e-09,-1.4459985431258815e-09,1.5979242373731495e-09,-1.3027560141765093e-09,1.457675424809679e-09,-1.4105476786596682e-09,1.5459269420148303e-09,-1.4344413434841385e-09,1.5574537215456985e-09,1.0771400928497314,2.797682523727417,0.0,0.0,1.421026349067688,1.0363966226577759,2.60093355178833,3.597653865814209,6.530238628387451,4.807084083557129,,,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,0
4FGL J0118.7-0848,2,19.6884,-8.8080,143.6216,-70.5745,0.0959,0.0801,-83.020,0.1555,0.1299,-83.020,1317,,4.780,717.77,1.2110e-10,2.9373e-11,2.0155e-12,4.2197e-13,PowerLaw,4.5706e-13,9.1992e-14,2.5957,0.1419,6.3016e-13,1.3857e-13,2.6016,0.2437,0.2869,0.1825,2.129,6.1055e-13,1.4367e-13,1.7603,0.6378,0.01327,0.01096,0.6667,nan,2.010,387.74,4.847202195179534e-09,4.382441964878581e-09,7.212102581810598e-10,1.348020306490838e-10,6.601836698844066e-12,6.056402039898495e-17,1.5169691723389576e-17,nan,1.5020404475762916e-08,-1.8815369262625836e-09,1.906975244381215e-09,-2.3087021183698653e-10,2.3905119550526877e-10,-3.7943596181699846e-11,4.0555427072153094e-11,nan,1.1936103147536237e-11,nan,5.184283991682692e-12,nan,4.1671141363941455e-12,7.585337523027813e-13,9.9439022554354e-13,4.624656777321712e-13,3.058701566766714e-13,4.23333277341318e-14,1.3742171753181541e-18,6.494002152673519e-19,0.3183772563934326,2.366464853286743,3.2807528972625732,4.383416175842285,0.8013503551483154,0.0,0.0,23.6859,0.8780,0.3279,5.508,1.6512782252675606e-08,3.4877141175115867e-09,539150016.0,31560000.0,6.650163753008087e-10,1.4894242506002797e-09,2.8162127144182314e-11,1.2505797508666205e-09,8.964230246988336e-09,2.8132467466690514e-09,3.64402996666513e-09,6.095933091643246e-09,3.7948266751186566e-09,1.6512782252675606e-08,nan,2.624351624902488e-09,nan,2.9010642776938766e-09,nan,3.093147071808744e-09,nan,2.9678306479041794e-09,-2.91573054589378e-09,3.1357578755830673e-09,nan,2.950090394193694e-09,-3.042463614377766e-09,3.378761936900787e-09,-2.8641313765120913e-09,3.117087254977946e-09,-2.652725372698228e-09,3.1007429956986243e-09,-3.4877141175115867e-09,3.5952529842120384e-09,0.2552076578140259,0.5069663524627686,0.0019238804234191775,0.4041557312011719,3.42519211769104,0.9740790128707886,1.1482239961624146,2.288984775543213,1.4297997951507568,5.508037090301514,,,,,,N,,bcu,,AT20G J011844-085058,,0.9646,0.9124,19.6841,-8.8497,0.00000,0
4FGL J0118.9-2141,1,19.7254,-21.6948,173.4058,-81.7202,0.0110,0.0108,34.510,0.0178,0.0175,34.510,1186,,58.241,1069.17,3.0499e-09,9.7466e-11,3.0129e-11,1.1265e-12,LogParabola,3.2088e-12,8.8194e-14,2.2597,0.0201,3.5728e-12,1.1033e-13,2.2505,0.0284,0.0901,0.0156,6.808,3.5084e-12,1.0803e-13,2.0276,0.0499,0.00244,0.00049,0.6667,nan,6.479,4773.52,5.379671108585171e-08,3.896073152986901e-08,1.0674747308314636e-08,2.2725077375440605e-09,6.000809293915665e-10,8.314119531727115e-11,1.0355652967086737e-11,-1.807774552275987e-08,1.4771202927477134e-08,-4.088430927140507e-09,4.5129318060332935e-09,-4.777733764171899e-10,4.777733764171899e-10,-1.0758001434130193e-10,1.0758001434130193e-10,-4.4625449169277687e-11,4.4625449169277687e-11,-1.5007313100556807e-11,1.6901702259985996e-11,-4.634378818202389e-12,6.4597515704589714e-12,8.700620952872828e-12,9.434197346946949e-12,7.217888179505971e-12,5.2841060520225636e-12,3.869619902285848e-12,1.8593527325444503e-12,3.868838300939703e-13,1.941826343536377,9.81602668762207,28.56058692932129,35.97945022583008,30.694049835205078,12.76424789428711,4.987915992736816,206.0979,0.4033,0.0989,26.341,7.543423663491922e-08,3.6145351156591232e-09,286670016.0,31560000.0,4.259042540866176e-08,7.543423663491922e-08,4.114380303121834e-08,2.5793481128744133e-08,6.350838788193869e-08,2.4560078415447606e-08,7.274198310369684e-08,3.855270946928613e-08,3.1297300751020884e-08,3.757113375968402e-08,-3.601702713851296e-09,3.601702713851296e-09,-3.6145351156591232e-09,3.6145351156591232e-09,-3.477814480845609e-09,3.477814480845609e-09,-3.30795080216717e-09,3.4527740666590034e-09,-4.693057942262158e-09,4.693057942262158e-09,-3.38940120414577e-09,3.5784244456493752e-09,-4.693332833483055e-09,4.693332833483055e-09,-3.5356813032905166e-09,3.5356813032905166e-09,-2.5663862146529937e-09,2.5663862146529937e-09,-3.2758111778719012e-09,3.2758111778719012e-09,17.831758499145508,26.341075897216797,17.60956573486328,10.455768585205078,20.701290130615234,10.230003356933594,23.731395721435547,16.556692123413086,16.0582218170166,16.004831314086914,3FGL J0118.8-2142,3FHL J0118.9-2141,,,,N,,fsrq,,PKS 0116-219,,0.9995,0.9811,19.7386,-21.6917,0.00000,0
4FGL J0119.0-1458,1,19.7612,-14.9799,152.1854,-76.2582,0.0213,0.0187,-80.470,0.0346,0.0303,-80.470,1186,,14.660,3796.89,3.1150e-10,3.7636e-11,3.8405e-12,4.9368e-13,PowerLaw,2.3135e-14,2.7683e-15,1.8034,0.0816,2.7577e-14,4.0762e-15,1.6502,0.1532,0.1201,0.0793,1.887,2.7047e-14,3.7426e-15,1.3697,0.2554,0.00138,0.00083,0.6667,nan,2.374,286.21,1.1546458233979706e-12,2.256609787920638e-09,4.5829232075966786e-10,1.6747607467504366e-10,9.706427328559641e-11,3.846000601326338e-11,1.0000873393312126e-11,nan,9.951683921372023e-09,-1.3026187906106657e-09,1.225339163468675e-09,-1.565541168924156e-10,1.6473961084173538e-10,-3.681877719374782e-11,4.0210557106235e-11,-1.871463921332417e-11,2.1000286579142546e-11,-9.870608670692338e-12,1.1795080537280178e-11,-4.532166742593491e-12,6.3373781049314015e-12,1.8642676361386957e-16,5.529283628180615e-13,3.2207553681343204e-13,4.103601681550162e-13,6.821416261709734e-13,9.423707474087717e-13,5.794861118735284e-13,0.0,1.7642908096313477,3.117795705795288,6.045571327209473,9.57577133178711,9.000186920166016,4.41110897064209,13.5592,0.2657,0.1695,nan,nan,nan,nan,nan,1.1233252106279679e-09,2.400765142240857e-09,2.8249103056765534e-09,2.11659867410674e-09,8.123255401670804e-10,2.2890609407966167e-09,1.4432564032773598e-09,2.145740474190916e-09,3.338833876043168e-09,4.03019395633919e-09,-5.617942777647045e-10,6.662484453023865e-10,-7.553289660400253e-10,8.640966275841322e-10,-8.78810801907548e-10,9.822149760196908e-10,-6.92775170563209e-10,8.182737265549633e-10,-4.877884762777285e-10,6.528180218623447e-10,-7.649346711602334e-10,9.310714421673083e-10,-5.318976370460859e-10,6.694642618043645e-10,-7.632658394207681e-10,8.761787961830692e-10,-8.735637768708671e-10,9.841346626515701e-10,-1.0206165912407528e-09,1.143691918947809e-09,2.4637341499328613,5.108755111694336,5.296657085418701,5.082798004150391,2.206404685974121,5.332818031311035,5.267994403839111,4.102469444274902,6.5477752685546875,6.381020545959473,3FGL J0118.9-1457,3FHL J0119.0-1458,,,,N,,bll,,1RXS J011905.4-145906,,0.9991,0.9557,19.7692,-14.9830,0.00000,0
4FGL J0119.4-5354,1,19.8696,-53.9160,293.9096,-62.7183,0.0658,0.0550,11.880,0.1067,0.0891,11.880,1245,,7.746,1054.04,1.6272e-10,2.8362e-11,2.1815e-12,3.4038e-13,PowerLaw,2.0295e-13,2.9837e-14,2.4147,0.1448,1.9057e-13,3.1867e-14,2.4698,0.1291,-0.0482,0.0522,0.761,2.0355e-13,3.1228e-14,2.3970,0.2155,0.00012,0.00115,0.6667,nan,0.110,461.60,3.616709820519759e-09,4.976949519175378e-09,5.68220526186991e-10,1.1813060252219287e-10,4.0587165572869566e-11,3.1461351536130056e-14,1.1554196184884735e-13,nan,1.2849592501140705e-08,-1.5359180594032296e-09,1.5639529671318542e-09,-1.626515033770204e-10,1.7152303188883167e-10,-2.9989944555497416e-11,3.455991742784548e-11,-1.212766692626488e-11,1.4010780383100219e-11,nan,5.790204253564024e-12,nan,4.975936329643105e-12,5.699864950685363e-13,1.148740174164442e-12,3.718211719419551e-13,2.726597159857791e-13,2.655864352225923e-13,7.261660573018808e-16,5.262949432272186e-15,0.1098095178604126,3.3218674659729004,3.692631244659424,4.773425102233887,4.86485481262207,0.0,0.0,9.5825,0.1719,0.2887,nan,nan,nan,nan,nan,2.6828783639132325e-09,1.0081675494433284e-09,6.255611584293774e-09,5.732897268018178e-09,3.3451017511509917e-09,8.386728644893537e-09,3.2484821499423333e-09,5.227764443560545e-09,5.3994106963273225e-09,4.326309088753533e-09,-1.7673128516193515e-09,2.155140732540417e-09,nan,1.9274719598172396e-09,-1.9359043257338726e-09,2.1098498503846486e-09,-1.7911561123185038e-09,1.9753205737771395e-09,-1.711637609425054e-09,1.7111499994726387e-09,-2.2667123733555172e-09,2.435116552845784e-09,-1.7430124010786585e-09,1.7886921943599532e-09,-1.9403707529619396e-09,2.1052948273592165e-09,-2.0310897408393203e-09,2.1912665015833e-09,-1.7877291869083933e-09,1.964544527055523e-09,1.7174201011657715,0.5419614315032959,3.995492458343506,4.03983211517334,2.237579345703125,4.363959312438965,2.1379144191741943,3.0086510181427,2.9019172191619873,2.700920820236206,,,,,,N,,bcu,,PKS 0117-542,,0.9807,0.9590,19.9602,-53.9550,0.00000,0
4FGL J0119.6+4158,1,19.9196,41.9826,128.5326,-20.5818,0.0578,0.0462,-4.340,0.0937,0.0749,-4.340,1250,,4.301,1696.41,1.1883e-10,2.8988e-11,1.4363e-12,3.6219e-13,PowerLaw,4.5852e-14,1.1068e-14,2.2945,0.1538,6.0882e-14,1.5690e-14,2.3280,0.2517,0.1933,0.1436,1.730,5.8843e-14,1.5775e-14,1.7284,0.5005,0.00485,0.00447,0.6667,nan,1.592,253.87,9.110391260835904e-12,7.568340398833584e-10,6.685645370652082e-10,7.933357443201672e-11,3.016967231594947e-11,1.3751638716641423e-12,5.483358112173604e-17,nan,1.2028730900226492e-08,nan,1.5770101891021682e-09,-2.240499591410483e-10,2.327377041089207e-10,-3.385485294882251e-11,3.6907671363550776e-11,-1.1102218103187234e-11,1.3420764499727511e-11,nan,5.281879968122016e-12,nan,4.144358033836282e-12,1.442574295051392e-15,1.7671165908599712e-13,4.4352406946765455e-13,1.8523436907599833e-13,2.0014487300563238e-13,3.210842372146014e-14,2.6095683033766716e-18,0.0,0.3126448690891266,3.092045783996582,2.582244634628296,3.8558905124664307,0.6058517694473267,0.0,6.6286,0.0000,10.0000,nan,nan,nan,nan,nan,5.3664779287032616e-09,2.8355406911373393e-09,1.0719201082309837e-09,1.2630826384807392e-09,3.2816536155166887e-09,2.5638926537396856e-09,1.6483148179702312e-09,3.523820346629236e-09,6.579497502379184e-10,7.748315877798007e-11,-1.887421330337702e-09,2.234518348132042e-09,-1.662037396599203e-09,1.9185757427209182e-09,nan,1.8554638936407741e-09,-1.256031167962135e-09,1.660980242235155e-09,-1.8923655975555675e-09,2.08352979313986e-09,-1.5804322295309703e-09,1.9219033031703248e-09,nan,1.9699384345983617e-09,-1.9570942644264733e-09,2.064473703100589e-09,nan,1.7622410197759564e-09,nan,2.1845325548497385e-09,3.539998769760132,1.8645867109298706,0.6456537246704102,1.007246732711792,1.803506851196289,1.8426337242126465,0.9468357563018799,1.9323214292526245,0.45535576343536377,0.016490856185555458,,,,,,N,,bll,,2MASX J01200274+4200139,,0.8733,0.0000,20.0115,42.0039,0.00000,0
4FGL J0119.9+4053,1,19.9988,40.8911,128.7338,-21.6587,0.0482,0.0419,90.000,0.0781,0.0679,90.000,1250,,3.724,3068.18,9.1823e-11,2.6597e-11,1.0201e-12,2.9644e-13,PowerLaw,9.7139e-15,2.7871e-15,2.0717,0.1816,1.2944e-14,4.1141e-15,1.9204,0.3786,0.2615,0.2286,1.635,1.3139e-14,4.2568e-15,0.9810,0.7087,0.00544,0.00346,0.6667,nan,1.789,138.06,5.418032775900139e-12,1.5683242204911352e-10,1.3680716282049588e-10,5.3730919019612244e-11,2.967337833781336e-11,5.5945179044947224e-12,4.0569710270258255e-15,nan,9.41607680715606e-09,nan,1.6187996498828738e-09,nan,1.780442598908749e-10,-2.961798167833152e-11,3.340265564144573e-11,-1.110463023618058e-11,1.3457763549384882e-11,-3.4143573385270187e-12,5.180542626825879e-12,nan,3.4991246011806254e-12,8.654981066857665e-16,3.742140061366306e-14,9.313733053024909e-14,1.2820602598214575e-13,2.0201422728637758e-13,1.3348942448383055e-13,2.1045171496221493e-16,0.0,0.0,0.7426113486289978,1.9376522302627563,3.7381398677825928,2.263284921646118,0.0,8.7788,0.0000,10.0000,nan,nan,nan,nan,nan,1.0593500521238752e-09,2.3148298833319814e-09,1.7759734793898474e-09,8.626799274935593e-10,3.899325307088475e-12,1.743710210944105e-12,1.4836186723599099e-09,5.03341757163156e-10,1.2597786147594547e-09,6.517703721566417e-14,-9.009666346315726e-10,1.1834121460552183e-09,-9.948594170694491e-10,1.186125753172007e-09,-9.075529772140101e-10,1.1861378546029755e-09,nan,1.1637689700805254e-09,nan,1.4041338092241062e-09,nan,1.1919450981778823e-09,-9.029573200258767e-10,1.2306081709212435e-09,nan,1.1623506601665667e-09,-1.2245472413852099e-09,1.4292581562713735e-09,nan,7.741925989179776e-10,1.2331598997116089,2.9993133544921875,2.9322848320007324,0.9261960983276367,0.0,0.0,2.0163912773132324,0.6071644425392151,1.0309442281723022,0.0,,,,,,N,,bcu,,CRATES J012018+405314,,0.9869,0.0000,20.0802,40.8914,0.00000,4096
4FGL J0120.1+0505,1,20.0454,5.0911,136.1709,-57.0400,0.0593,0.0540,65.690,0.0961,0.0875,65.690,630,,4.080,1192.62,1.0476e-10,2.8817e-11,1.5498e-12,4.7285e-13,PowerLaw,1.0141e-13,2.5022e-14,2.5038,0.2517,8.5209e-14,2.5907e-14,2.6250,0.1637,-0.0959,0.0612,1.176,1.0155e-13,2.5991e-14,2.5083,0.3535,-0.00001,0.00143,0.6667,nan,0.031,267.16,7.153285963568123e-09,5.4590767462059375e-09,2.6815602516272463e-10,7.943159324730331e-11,2.20843118098335e-11,3.3060882590613128e-12,1.837225182855316e-16,nan,2.0851803839150307e-08,-2.2216710693356845e-09,2.306546731389858e-09,-2.1750699852329802e-10,2.2277209243970475e-10,-3.37434837016648e-11,3.80378124831271e-11,-1.0578403604466491e-11,1.3627980688379893e-11,-2.432466771409847e-12,4.5751315062847464e-12,nan,4.671261207706001e-12,1.1234215597719088e-12,1.2494112732255869e-12,1.7371770254931418e-13,1.8179397874226733e-13,1.4306729358062181e-13,7.566597495052216e-14,8.111742541098203e-18,0.2763983905315399,2.465620994567871,1.2430994510650635,2.6524455547332764,2.8593297004699707,2.024448871612549,0.0,13.2283,0.3221,0.5193,nan,nan,nan,nan,nan,1.9021986208400676e-09,3.919298663390691e-09,6.273951580482162e-09,7.3468147121502625e-09,7.65180274697741e-09,7.186629069622086e-10,1.939765903458124e-09,1.9957540394605067e-12,1.780690872532631e-10,5.1522541788529e-09,nan,2.2662915988291843e-09,-2.416419064843467e-09,2.776781915514448e-09,-2.6428843558079507e-09,2.795648823550323e-09,-2.6674229491874257e-09,2.994612779971817e-09,-3.0538422901571494e-09,3.257238034848342e-09,nan,3.074712040529448e-09,nan,3.1568272440551937e-09,nan,2.005669630378293e-09,nan,3.0142992546444702e-09,-2.7681472669627283e-09,3.1910374342913883e-09,0.8950016498565674,1.7255282402038574,2.7763025760650635,3.5826799869537354,2.7200827598571777,0.26857781410217285,0.5814529061317444,0.0,0.0,2.0493361949920654,,,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,0
4FGL J0120.2-7944,1,20.0572,-79.7412,301.3246,-37.2970,0.0378,0.0353,-2.210,0.0613,0.0573,-2.210,595,,5.185,716.56,1.2581e-10,5.4494e-11,2.1689e-12,5.7881e-13,PowerLaw,4.8861e-13,9.3057e-14,2.6211,0.4108,4.2246e-13,8.3079e-14,2.7100,0.1548,-0.0914,0.0558,1.549,4.8310e-13,9.1703e-14,2.6896,0.2781,-0.00049,0.00120,0.6667,nan,0.661,459.94,1.349605757011707e-11,5.260059054990052e-09,5.199927155530304e-10,1.0902879987728653e-10,1.2557766458642927e-11,8.211463627116888e-12,2.0586366812624934e-12,nan,1.0966757280073125e-08,-1.9824146768598894e-09,2.0596828687047264e-09,-2.24935930992487e-10,2.3186777498018785e-10,-3.978480045407906e-11,4.2864933824660056e-11,-7.543787643171651e-12,9.916392360032056e-12,-3.9004008356435804e-12,5.480861424433936e-12,-1.5919761169047586e-12,3.065005063987436e-12,2.109898932271207e-15,1.1906968466757206e-12,3.325031493629088e-13,2.4680377099656203e-13,8.029914352804951e-14,1.8587936094840996e-13,8.739715087703256e-14,0.0,2.68346905708313,2.35854434967041,2.979996919631958,1.9500770568847656,3.5340983867645264,1.5332061052322388,14.2623,0.4020,0.2950,nan,nan,nan,nan,nan,7.816376879077325e-09,3.11790482321328e-09,1.7073473190798438e-10,4.99192864822362e-09,9.933668998485246e-09,1.2105993540956206e-08,3.4164473472486634e-09,6.2370877351725085e-09,4.085066507286683e-09,1.2357496137482826e-09,-3.4900107248603263e-09,3.867296261006459e-09,-2.6348527804032074e-09,2.951989319655013e-09,nan,2.987338376669868e-09,-3.0590399102692345e-09,3.1906819408789033e-09,-2.943909560571001e-09,3.100409484702027e-09,-3.184563279745589e-09,3.50070683552417e-09,nan,3.2295441876328823e-09,-3.0481135393500836e-09,3.3754019579390615e-09,-2.994417602764088e-09,3.2549711814766624e-09,nan,2.6837994049344616e-09,2.444617986679077,1.188625454902649,0.05634262040257454,1.6764171123504639,4.076564311981201,4.766354084014893,0.9869211316108704,2.0677645206451416,1.3783674240112305,0.4411836862564087,,,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,4
4FGL J0120.4-2701,1,20.1227,-27.0229,213.6546,-83.5328,0.0076,0.0075,-11.030,0.0124,0.0122,-11.030,935,,78.052,1130.31,3.4524e-09,1.0095e-10,3.4053e-11,1.3234e-12,LogParabola,2.3827e-12,6.2276e-14,1.9087,0.0183,2.5250e-12,7.3639e-14,1.8162,0.0292,0.0521,0.0117,4.263,2.4513e-12,6.7807e-14,1.7614,0.0368,0.00075,0.00018,0.6667,nan,4.747,3244.71,2.0877039246663953e-12,1.3994144509865691e-08,6.111943839925971e-09,2.2085406836680477e-09,9.167122616560164e-10,2.4863863745672177e-10,9.50672318644763e-11,nan,1.1434968527623823e-08,-1.8272267032770628e-09,1.830106288736033e-09,-2.848408175992745e-10,2.848408175992745e-10,-9.521652910571277e-11,9.521652910571277e-11,-5.270345965202594e-11,5.270345965202594e-11,-2.51597440797946e-11,2.715295002730933e-11,-1.4912942408740193e-11,1.65552294095761e-11,3.408159088961641e-16,3.492086611198153e-12,4.327646314222777e-12,5.380759639933563e-12,6.30811028412559e-12,5.915778283904771e-12,4.55192827875095e-12,0.0,8.024256706237793,31.105653762817383,45.92230987548828,43.58903503417969,27.503543853759766,18.67474937438965,35.9449,0.1382,0.0436,27.834,2.5766762945522714e-08,1.8064134632567175e-09,255223712.0,31332582.0,2.5766762945522714e-08,2.5692084903994328e-08,2.147378275196843e-08,2.4892276684340686e-08,2.5657088897901303e-08,1.8875294216513794e-08,2.0991672400327843e-08,1.690468032222725e-08,1.7652668660161908e-08,1.995877774163546e-08,-1.8064134632567175e-09,1.8064134632567175e-09,-1.8201382623317386e-09,1.8201382623317386e-09,-1.683261752205567e-09,1.683261752205567e-09,-1.859527754000112e-09,1.859527754000112e-09,-1.91769711221923e-09,1.91769711221923e-09,-1.7654797623833929e-09,1.7654797623833929e-09,-1.7664170126607814e-09,1.7664170126607814e-09,-1.5601193670278235e-09,1.5601193670278235e-09,-1.5824608290415654e-09,1.5824608290415654e-09,-1.7037287136645318e-09,1.7037287136645318e-09,27.83371925354004,28.523414611816406,25.38703727722168,25.224342346191406,26.223711013793945,20.870540618896484,23.652053833007812,21.223960876464844,21.980419158935547,22.49317169189453,3FGL J0120.4-2700,3FHL J0120.4-2701,,,,N,,bll,,PKS 0118-272,,0.9997,0.9940,20.1319,-27.0235,0.00000,0
4FGL J0121.7+5153,1,20.4389,51.8947,127.6835,-10.6971,0.0378,0.0278,-60.020,0.0613,0.0450,-60.020,517,,5.829,10418.67,1.2105e-10,3.6275e-11,1.6095e-12,4.0548e-13,PowerLaw,1.6086e-15,4.0398e-16,1.7184,0.1452,2.0842e-15,6.0303e-16,1.6835,0.2115,0.1261,0.1015,1.459,1.9653e-15,5.5917e-16,1.3275,0.3662,0.00074,0.00068,0.6667,nan,1.457,115.31,1.7351597492165638e-08,2.641284272460881e-13,3.902342621405711e-15,6.853523998318067e-11,5.4824544210019255e-11,8.908357558568003e-12,9.089379422733135e-12,-1.737051569250525e-08,1.5079558934871784e-08,nan,1.6001228120288147e-09,nan,1.566596019575428e-10,-4.422582092211691e-11,4.8281038889097516e-11,-1.6650288786612677e-11,1.8765726819691686e-11,-4.862507098357671e-12,6.5601955291649805e-12,-4.138112595641896e-12,5.627906994598586e-12,2.811068868999178e-12,6.526897740107227e-17,2.77045720726492e-18,1.693579629834241e-13,3.892253002107243e-13,2.2013509450632268e-13,5.46053707892874e-13,1.0095007419586182,0.0,0.0,1.5939921140670776,4.51865816116333,2.40541410446167,4.03103494644165,8.2115,0.0000,10.0000,nan,nan,nan,nan,nan,1.5731993485701423e-09,3.749058626479479e-14,1.3900087747487078e-09,9.424558911064196e-10,9.847829218756488e-10,5.258924407058885e-10,8.450458757226775e-13,1.6553002024632946e-10,6.134189267648082e-10,4.702498945796663e-10,-7.854772388071751e-10,9.568968950546264e-10,nan,6.872523661272112e-10,-5.800560587410075e-10,7.165412152509987e-10,-5.02620445264057e-10,6.505680993917906e-10,-5.634515631847137e-10,7.163021287226456e-10,nan,8.141432528141479e-10,nan,7.021065950851835e-10,nan,6.0035204585418e-10,-3.268837700520777e-10,4.61994970057944e-10,-3.3950794953163665e-10,5.35807898049967e-10,2.477400064468384,0.0,4.467000484466553,2.4588093757629395,2.0569119453430176,0.7681393027305603,0.0,0.33342599868774414,2.7823445796966553,1.8389917612075806,3FGL J0121.7+5154,,,,,N,,bcu,,2MASS J01213367+5155520,,0.9819,0.0000,20.3905,51.9310,0.00450,0
