Source_Name,DataRelease,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,PLEC_SigCurv,Npred,Flux_Band.0,Flux_Band.1,Flux_Band.2,Flux_Band.3,Flux_Band.4,Flux_Band.5,Flux_Band.6,Unc_Flux_Band.0_0,Unc_Flux_Band.0_1,Unc_Flux_Band.1_0,Unc_Flux_Band.1_1,Unc_Flux_Band.2_0,Unc_Flux_Band.2_1,Unc_Flux_Band.3_0,Unc_Flux_Band.3_1,Unc_Flux_Band.4_0,Unc_Flux_Band.4_1,Unc_Flux_Band.5_0,Unc_Flux_Band.5_1,Unc_Flux_Band.6_0,Unc_Flux_Band.6_1,nuFnu_Band.0,nuFnu_Band.1,nuFnu_Band.2,nuFnu_Band.3,nuFnu_Band.4,nuFnu_Band.5,nuFnu_Band.6,Sqrt_TS_Band.0,Sqrt_TS_Band.1,Sqrt_TS_Band.2,Sqrt_TS_Band.3,Sqrt_TS_Band.4,Sqrt_TS_Band.5,Sqrt_TS_Band.6,Variability_Index,Frac_Variability,Unc_Frac_Variability,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Flux_History.0,Flux_History.1,Flux_History.2,Flux_History.3,Flux_History.4,Flux_History.5,Flux_History.6,Flux_History.7,Flux_History.8,Flux_History.9,Unc_Flux_History.0_0,Unc_Flux_History.0_1,Unc_Flux_History.1_0,Unc_Flux_History.1_1,Unc_Flux_History.2_0,Unc_Flux_History.2_1,Unc_Flux_History.3_0,Unc_Flux_History.3_1,Unc_Flux_History.4_0,Unc_Flux_History.4_1,Unc_Flux_History.5_0,Unc_Flux_History.5_1,Unc_Flux_History.6_0,Unc_Flux_History.6_1,Unc_Flux_History.7_0,Unc_Flux_History.7_1,Unc_Flux_History.8_0,Unc_Flux_History.8_1,Unc_Flux_History.9_0,Unc_Flux_History.9_1,Sqrt_TS_History.0,Sqrt_TS_History.1,Sqrt_TS_History.2,Sqrt_TS_History.3,Sqrt_TS_History.4,Sqrt_TS_History.5,Sqrt_TS_History.6,Sqrt_TS_History.7,Sqrt_TS_History.8,Sqrt_TS_History.9,ASSOC_FGL,ASSOC_FHL,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,Flags
4FGL J0153.9+0823,1,28.4972,8.3931,148.2252,-51.3806,0.0118,0.0117,-8.820,0.0192,0.0190,-8.820,440,,38.182,1487.02,1.6167e-09,7.9577e-11,1.4779e-11,9.6718e-13,LogParabola,6.6677e-13,3.0933e-14,1.9526,0.0330,7.2719e-13,3.8194e-14,1.8216,0.0563,0.0799,0.0245,3.537,7.0827e-13,3.6023e-14,1.6472,0.0858,0.00151,0.00042,0.6667,nan,4.562,1338.86,9.708394976826185e-09,5.742138320385948e-09,2.8486377701142374e-09,9.39857303094982e-10,4.6478237925029475e-10,1.2782511160658316e-10,1.3481487627642341e-11,nan,1.1307511371683177e-08,-1.6239694033970409e-09,1.6172680972204034e-09,-2.702742474269826e-10,2.702742474269826e-10,-7.483796915508378e-11,7.483796915508378e-11,-4.0405647577790305e-11,4.0405647577790305e-11,-1.8669987431052526e-11,2.0540690676140727e-11,-5.340270326642527e-12,7.308304135478227e-12,1.597106127904091e-12,1.4534685304282147e-12,2.0361000212243408e-12,2.2931760657041167e-12,3.1798062447019326e-12,3.007959333001242e-12,5.989984441616414e-13,0.7784292101860046,3.6923887729644775,12.812440872192383,19.378955841064453,24.909780502319336,16.200780868530273,5.261987209320068,43.9336,0.3020,0.0886,15.344,1.2566493623467068e-08,1.4588403818294182e-09,349790016.0,31560000.0,1.2107999936006308e-08,1.1178420855628701e-08,1.0005527961709504e-08,1.2566493623467068e-08,1.138909766495999e-08,6.959953502416738e-09,3.1071192285736515e-09,8.286851205241419e-09,7.575379434854312e-09,6.403542140986929e-09,-1.2911705038476384e-09,1.3567639234324247e-09,-1.4224363908965643e-09,1.5080792170607538e-09,-1.2678450511671713e-09,1.351246892156155e-09,-1.4588403818294182e-09,1.547585060102108e-09,-1.3843484136799589e-09,1.4692833616436474e-09,-1.2541726546189125e-09,1.3578685953419267e-09,-9.889945529195643e-10,1.1287474288579347e-09,-1.3165847301266353e-09,1.4152462535221844e-09,-1.1895420204410811e-09,1.2810887906056223e-09,-1.239042091150111e-09,1.3511639584962154e-09,15.939663887023926,13.129624366760254,14.450754165649414,15.343918800354004,14.525520324707031,8.01658821105957,4.664192199707031,9.909919738769531,10.483498573303223,8.132905006408691,3FGL J0154.0+0824,3FHL J0154.0+0823,,,,N,,bll,,GB6 J0154+0823,,0.9993,0.9533,28.5115,8.3975,0.00000,0
4FGL J0154.3-0236,1,28.5763,-2.6111,157.1482,-61.2345,0.1172,0.0588,87.930,0.1901,0.0953,87.930,699,,7.789,2620.76,1.9350e-10,3.3755e-11,2.1495e-12,3.7483e-13,PowerLaw,2.8403e-14,4.9516e-15,2.0547,0.1390,2.5641e-14,5.1900e-15,2.0982,0.1121,-0.0490,0.0398,1.043,2.7126e-14,4.9304e-15,2.1626,0.1641,-0.00029,0.00026,0.6667,nan,0.902,245.48,3.255781928779289e-12,2.8568984955512633e-09,5.669586466972021e-10,1.186394454899542e-10,3.2818435469206264e-11,1.5913622850027842e-11,6.722538528121329e-17,nan,7.473604846097714e-09,-1.435112140235617e-09,1.508657532234281e-09,-1.8158265169265775e-10,1.9131356221446794e-10,-3.4915417779224356e-11,3.873286760769368e-11,-1.2187662337681537e-11,1.4970042566675446e-11,-6.385632474181779e-12,9.329681992242822e-12,nan,5.694456191307484e-12,5.204418714463085e-16,6.828153494009559e-13,3.8675169295419864e-13,2.8355518887773767e-13,2.2387144492808791e-13,3.8034484416138437e-13,3.511064890112995e-18,0.0,2.0035276412963867,3.3414409160614014,4.215744972229004,3.6139302253723145,4.0537638664245605,0.0,11.8421,0.3312,0.3250,nan,nan,nan,nan,nan,3.367844447765833e-09,3.4816522997971333e-09,1.0671641348380945e-09,1.6587815565571873e-09,4.181980983730682e-09,6.952122211245637e-10,1.1945274769331604e-09,2.139342480944606e-09,1.3958577349537649e-10,4.239715245546449e-09,-1.1769010210826991e-09,1.3160763590036595e-09,-1.3428482770194705e-09,1.5729437752298736e-09,nan,1.367917445982414e-09,-8.691545261285682e-10,1.117013370688369e-09,-1.3440379920126588e-09,1.5829516586407522e-09,-6.892776349687324e-10,1.0624562341021715e-09,-1.138987126836355e-09,1.4424228478304713e-09,-9.964548075558355e-10,1.325241472116545e-09,nan,1.3706783486000518e-09,-1.4454994978763125e-09,1.7598309476341e-09,3.5139713287353516,3.3684322834014893,0.885072648525238,2.574784994125366,3.649609088897705,1.0124448537826538,1.0564097166061401,2.9766478538513184,0.1118704080581665,3.5648229122161865,,,,,,N,,bcu,,TXS 0151-028,,0.9881,0.9100,28.5950,-2.5816,0.00000,0
4FGL J0154.6+0051,1,28.6607,0.8619,153.9902,-58.1466,0.0439,0.0352,-5.870,0.0712,0.0570,-5.870,312,,3.530,6977.92,6.9329e-11,2.8436e-11,8.6439e-13,3.1445e-13,PowerLaw,1.7378e-15,6.3214e-16,1.7894,0.2367,2.6199e-15,1.3639e-15,0.4942,0.7709,0.9966,0.1297,1.781,2.6925e-15,1.1322e-15,0.0088,0.2549,0.00462,0.00218,0.6667,nan,1.796,60.33,1.2889361578061198e-08,3.6117671076141278e-09,1.686699282847648e-13,6.081632419885352e-11,1.0158435724549886e-11,1.6595551322051705e-11,5.112831138283022e-14,nan,1.446318265152513e-08,-2.5371682532693285e-09,2.549281008512594e-09,nan,1.5855618207272215e-10,-3.36643699028194e-11,3.7429913335440546e-11,-7.559452196159722e-12,1.077412551536705e-11,-6.763746247112623e-12,8.864229662786105e-12,nan,5.307035193247156e-12,2.0822501708983587e-12,8.862097253953261e-13,1.1873456391704566e-16,1.492233935159945e-13,7.150992986778779e-14,4.0720064039406756e-13,2.98013295898375e-15,0.4261918067932129,1.446755290031433,0.0,1.9248884916305542,1.3948111534118652,4.911665439605713,0.0,10.1305,0.0000,10.0000,nan,nan,nan,nan,nan,8.395949491202259e-10,1.112586800466886e-09,3.780516752514146e-14,6.246725914316187e-10,3.8094882803818564e-10,4.835041256257e-10,1.5238627026903373e-09,1.0353388146810971e-09,4.311906344809215e-15,3.0138193269471555e-18,-5.19696174983153e-10,6.401539853762017e-10,-6.094444393589526e-10,7.832990367440118e-10,nan,6.265776786307242e-10,-4.1151285157248196e-10,6.193052182190684e-10,nan,8.607013990413748e-10,-3.395925207705375e-10,5.921900192440432e-10,-7.806984503311298e-10,9.688512214722778e-10,-5.764702604160732e-10,7.546542279968094e-10,nan,6.043974765113092e-10,nan,5.564819716141756e-10,1.7976055145263672,2.574329376220703,0.0,2.325150966644287,0.6043819189071655,2.858466863632202,2.60776948928833,2.2612106800079346,0.0,0.0,,,,,,N,,,agn,,SDSS J01547+0050,0.3100,0.0000,nan,nan,nan,4096
4FGL J0155.0+4433,1,28.7683,44.5577,134.7076,-16.8542,0.0196,0.0181,-58.730,0.0318,0.0294,-58.730,1168,,15.960,1249.36,5.5940e-10,5.2148e-11,3.4817e-12,4.2093e-13,LogParabola,3.3215e-13,2.9312e-14,2.1899,0.0636,4.3740e-13,4.6079e-14,1.8979,0.1377,0.3039,0.0981,4.283,3.9933e-13,4.1110e-14,1.4815,0.2224,0.00557,0.00192,0.6667,nan,3.771,571.91,9.208054240969488e-13,2.199213255948962e-09,1.161343021749417e-09,4.572913436806658e-10,7.293675385877663e-11,1.2931350434897126e-11,5.016444291211508e-12,nan,8.282389885039265e-09,-1.132580473850453e-09,1.1562748536420031e-09,-1.9073653767520682e-10,1.9603753342867236e-10,-5.2294137770081406e-11,5.474818515205371e-11,-1.5472295319951535e-11,1.7357948411955704e-11,-5.4275724539754044e-12,7.203939701716511e-12,-2.8087365332857273e-12,4.171278340098228e-12,1.5868967713929244e-16,6.013390740217117e-13,8.569464040285302e-13,1.0884879152531224e-12,4.57601404685315e-13,2.712676003963077e-13,1.4566856564295766e-13,0.0,1.9321672916412354,6.834702968597412,11.88183307647705,7.382785797119141,4.523216724395752,3.756516695022583,16.9000,0.2464,0.1307,nan,nan,nan,nan,nan,4.133840381115306e-09,3.012655680478815e-09,3.350665744861203e-09,1.2411368599529737e-09,1.1653201736905316e-09,2.8040230137804656e-09,1.891526046904346e-09,3.645863388967996e-09,3.420915328788965e-09,2.6039341793904214e-09,-8.043287702541591e-10,8.713598176335324e-10,-7.075551256008339e-10,7.735168061628883e-10,-7.907456356370801e-10,8.41379910188067e-10,-5.386892043546254e-10,6.197566904120322e-10,-6.263495277991638e-10,7.070175001011592e-10,-7.255253620108704e-10,8.060136447163302e-10,-6.642621452890296e-10,7.964324200138151e-10,-7.495740694807296e-10,8.145384366997632e-10,-7.819750957871463e-10,8.405464657634809e-10,-7.282406899733473e-10,8.071160406686317e-10,7.3046064376831055,5.562246799468994,5.485202312469482,2.743274211883545,1.9665157794952393,5.067487716674805,3.537456512451172,7.079806327819824,5.4314374923706055,4.447535514831543,3FGL J0154.9+4433,,,,,N,,bll,,GB6 J0154+4433,,0.9972,0.0000,28.7269,44.5605,0.00000,0
4FGL J0155.4-0625,2,28.8536,-6.4224,162.1063,-64.3126,0.1222,0.1019,-83.590,0.1981,0.1652,-83.590,453,,5.191,743.59,1.2688e-10,2.9449e-11,1.9716e-12,3.8399e-13,PowerLaw,4.1626e-13,7.8605e-14,2.5436,0.1437,5.2788e-13,1.1712e-13,2.5303,0.2229,0.2229,0.1883,1.484,5.0323e-13,1.2056e-13,1.9878,0.5890,0.00843,0.00926,0.6667,nan,1.274,380.74,2.388425015490553e-13,2.3870900811573392e-09,8.330930945099624e-10,1.2385448222573814e-10,4.52682032484053e-12,2.230244634804368e-12,1.0779576867796681e-16,nan,8.516821026205434e-09,-1.6641901190439512e-09,1.6874901476171544e-09,-2.0641739706395157e-10,2.1468889166431637e-10,-3.6376672507554275e-11,3.9470524071383295e-11,nan,1.025858824971193e-11,nan,7.275945904799963e-12,nan,4.046037810345737e-12,3.745201505782457e-17,5.442868920325916e-13,5.37304630041785e-13,2.8240395590593825e-13,2.919579251210898e-14,5.085240903498697e-14,4.6954336716949954e-18,0.0,1.4430527687072754,4.319486141204834,4.090439319610596,0.8210872411727905,0.43756726384162903,0.0,7.3784,0.0000,10.0000,nan,nan,nan,nan,nan,1.7540296992635263e-09,3.6423879468117093e-09,3.138113546796717e-09,1.4636161171921458e-09,4.032026712508241e-09,2.521750808170964e-09,2.1268740102442507e-09,2.8512139316205776e-09,8.78941364135244e-09,7.155071202191721e-09,-1.7446537547982643e-09,1.9982340226931683e-09,-2.535747611887018e-09,2.8021389653076767e-09,-2.2329580406932337e-09,2.5234105915927785e-09,nan,2.5026840599906564e-09,-2.27431651289578e-09,2.6645419204385234e-09,nan,2.873358218025146e-09,nan,2.7718511930174827e-09,-2.593169234899051e-09,2.8606472746162126e-09,-2.747785998735708e-09,2.917401209501236e-09,-2.665094589460182e-09,2.807202914567597e-09,1.0056105852127075,1.4822934865951538,1.4538084268569946,0.6071390509605408,1.862012267112732,0.8514894843101501,0.7695683240890503,1.103767991065979,3.7072200775146484,2.9597585201263428,,,,,,N,,bcu,,PMN J0155-0621,,0.8244,0.0000,28.9721,-6.3595,0.00000,0
4FGL J0156.1+1502,2,29.0316,15.0405,145.2921,-45.0043,0.0368,0.0339,4.900,0.0597,0.0549,4.900,142,,4.306,6208.77,8.2192e-11,2.7663e-11,1.0232e-12,3.1817e-13,PowerLaw,2.5358e-15,7.8609e-16,1.7913,0.1913,3.4620e-15,1.2253e-15,1.6513,0.3298,0.2095,0.1828,1.435,3.2937e-15,1.1777e-15,1.0840,0.6825,0.00195,0.00195,0.6667,nan,1.515,73.13,6.8501866401504685e-09,7.64592278379439e-10,6.550097922901685e-19,4.916903342810919e-11,2.7079375200522726e-11,1.0505676190097901e-11,3.6775855798143464e-12,nan,1.3347751348646852e-08,nan,1.615209632710446e-09,nan,1.4462128716807854e-10,-3.216208896428263e-11,3.7100975069925823e-11,-1.144480170356399e-11,1.4007685636419076e-11,-5.185595008949662e-12,7.192087637247768e-12,-2.565633035883641e-12,4.7020516820428515e-12,1.1065527834308586e-12,1.8757169211944258e-13,4.609906735300629e-22,1.206226958594403e-13,1.9058248089485336e-13,2.5772786682587423e-13,2.1419008873393292e-13,0.38655179738998413,0.45215940475463867,0.0,1.599139928817749,3.091557741165161,3.035451650619507,2.6999452114105225,9.9775,0.0000,10.0000,nan,nan,nan,nan,nan,3.7919156106379576e-19,1.4141537940659532e-09,1.5317581925078372e-10,4.92277107966288e-10,7.712134819648497e-10,5.078940046310265e-10,1.4055772260217492e-17,1.0453978793734109e-09,1.347091327374983e-09,5.864003727040767e-10,nan,5.299228833521852e-10,-6.917579287168962e-10,8.54107562453521e-10,nan,7.467007012706972e-10,-4.122367447401132e-10,6.433509280867611e-10,-4.789276752958926e-10,6.952367015422567e-10,nan,8.236720749899007e-10,nan,5.340188291569348e-10,-6.012846331948651e-10,7.894828679688715e-10,-5.982529471815212e-10,7.548777158916664e-10,-4.213372706285412e-10,6.164597166069541e-10,0.0,2.6587605476379395,0.3341629207134247,1.3145281076431274,3.0605411529541016,0.7996246814727783,0.0,2.4210803508758545,3.5504181385040283,1.6428993940353394,,,,,,N,,bcu,,RX J0156.0+1502,,0.9981,0.9621,29.0012,15.0369,0.00450,0
4FGL J0156.3-2420,1,29.0777,-24.3345,205.7190,-75.1368,0.0260,0.0231,7.900,0.0421,0.0375,7.900,1098,,11.034,2411.42,2.4158e-10,3.2869e-11,2.7488e-12,3.9417e-13,PowerLaw,4.1709e-14,5.6566e-15,1.9391,0.0909,4.9554e-14,7.8919e-15,1.8562,0.1260,0.1046,0.0679,1.777,4.6041e-14,6.8227e-15,1.7079,0.1815,0.00099,0.00077,0.6667,nan,1.555,282.20,1.7308576794050623e-09,1.402559302423126e-13,4.715458579163112e-10,2.2256593790181967e-10,4.3873113475534353e-11,2.2174767230764836e-11,8.127858629192186e-12,nan,8.237319271131582e-09,nan,7.11747216719516e-10,-1.431536139628875e-10,1.5121177920907058e-10,-3.957494054684929e-11,4.246878890223904e-11,-1.316746798402102e-11,1.5518402535219522e-11,-7.82610781735471e-12,9.500427354536267e-12,-4.254230648315094e-12,6.090373431272278e-12,2.779542546647862e-13,3.390650388546303e-17,3.2608497065739206e-13,5.380473085299375e-13,3.0339280892265064e-13,5.360691816662377e-13,4.4497988193475946e-13,0.2300901710987091,0.0,3.6210074424743652,7.571324348449707,4.977571964263916,5.906857013702393,3.864971876144409,39.5436,0.7960,0.2490,9.415,6.839524502311178e-09,1.2598405652042288e-09,286670016.0,31560000.0,8.274695373344798e-10,6.839524502311178e-09,2.658065989535885e-09,8.090679515238008e-11,2.0311994308741532e-09,1.8438918170105012e-09,5.112087104542154e-14,1.5544860954008755e-09,2.785421671092081e-09,2.549236155502399e-09,-4.901154482261916e-10,6.534484620068781e-10,-1.2598405652042288e-09,1.2543243110840763e-09,-9.149437318889397e-10,1.021786100174893e-09,nan,1.101909119505251e-09,-7.627968257040152e-10,9.085727725732795e-10,-8.858361821850735e-10,1.105997959882643e-09,nan,6.20354101421583e-10,-7.727584683259181e-10,9.36806188178707e-10,-1.0211210765831424e-09,1.0751708412470862e-09,-9.323055660814816e-10,1.0429175301140958e-09,2.069007158279419,9.415482521057129,4.261685371398926,0.0,4.007303237915039,2.7391903400421143,0.0,2.9753904342651367,3.6990816593170166,3.5430734157562256,3FGL J0156.5-2423,3FHL J0156.2-2419,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,0
4FGL J0156.5+3914,1,29.1325,39.2493,136.4579,-21.9067,0.0262,0.0248,-57.000,0.0425,0.0402,-57.000,294,,16.803,828.90,4.4055e-10,4.1217e-11,6.1068e-12,4.6709e-13,PowerLaw,1.0096e-12,7.6077e-14,2.4467,0.0636,1.0447e-12,9.4731e-14,2.4336,0.0706,0.0261,0.0413,0.633,1.0240e-12,8.2454e-14,2.4067,0.0964,0.00040,0.00080,0.6667,nan,0.462,1179.37,8.461960021577397e-09,8.644190252482531e-09,2.2959094625463194e-09,3.281200311455734e-10,6.598074170360846e-11,1.4645670093349494e-11,2.5610416565235994e-12,nan,1.06331503602064e-08,-1.854426168179657e-09,1.9061361378192032e-09,-2.4410418131282086e-10,2.5170290851583843e-10,-4.745541112849416e-11,5.031092903395873e-11,-1.535862929891163e-11,1.7407174660033498e-11,-6.495857671207084e-12,8.525800725134314e-12,-1.8905679972924805e-12,3.5624012420520934e-12,1.3319184080304303e-12,1.989115903239247e-12,1.4969257387462132e-12,7.550374171369501e-13,4.3019236718906673e-13,3.3701169567697253e-13,1.153418858904423e-13,0.5985339283943176,4.804418563842773,10.923096656799316,9.272510528564453,6.832287311553955,3.6539180278778076,2.5203857421875,79.8983,0.7179,0.1899,10.862,2.6028992294868658e-08,3.082972543921869e-09,286670016.0,31560000.0,1.0901680447261697e-08,2.6028992294868658e-08,1.0506340686333715e-08,8.616154900664696e-09,6.7687748739331255e-09,2.4630754325016824e-08,1.5659875174378612e-08,4.837748424080246e-09,2.197952236882017e-10,4.189778746166439e-09,-2.6662663188403712e-09,2.8186895040249738e-09,-3.082972543921869e-09,3.1967142266609017e-09,-2.6428634836150877e-09,2.8228395176910226e-09,-2.634122253653004e-09,2.772791773963945e-09,-2.532638543328858e-09,2.679426458485068e-09,-3.197231812634982e-09,3.3255906917162292e-09,-3.0547060436703077e-09,3.2052094312007284e-09,-2.345216465471367e-09,2.538573129484689e-09,nan,2.3761537182309667e-09,-2.5223982902389253e-09,2.779133367880604e-09,4.574016094207764,10.861907005310059,4.891149520874023,3.788527011871338,2.9267735481262207,10.168798446655273,6.483850479125977,2.174981117248535,0.1331595778465271,1.7385135889053345,3FGL J0156.3+3913,,,,,N,,bcu,,MG4 J015630+3913,,0.9978,0.9493,29.1309,39.2419,0.00000,0
4FGL J0156.6-1758,2,29.1655,-17.9732,184.9891,-72.4035,0.0624,0.0418,82.410,0.1011,0.0677,82.410,316,,5.543,1931.10,1.1972e-10,2.6407e-11,1.3855e-12,3.1966e-13,PowerLaw,3.4016e-14,7.4378e-15,2.2226,0.2052,3.1355e-14,7.8849e-15,2.2841,0.1716,-0.0539,0.0678,0.619,3.4017e-14,7.7348e-15,2.2038,0.2930,0.00007,0.00097,0.6667,nan,0.052,210.56,3.350850846794984e-11,2.7235151911497724e-09,2.5440999307235757e-10,7.260757967086917e-11,3.148889135551336e-11,8.404340591516846e-12,4.03435389208142e-14,nan,9.3259178157723e-09,-1.4703426254314422e-09,1.4925317648462055e-09,-1.6282372672371537e-10,1.7330625823319679e-10,-2.7612532052523342e-11,3.148883584436213e-11,-1.1456184091651611e-11,1.4046811457057995e-11,-4.590471665982809e-12,6.608709673255886e-12,nan,4.716740019394816e-12,5.3209169790504815e-15,6.403453613711141e-13,1.7017965270489654e-13,1.7071294464848785e-13,2.1063516599320597e-13,1.9760053510987918e-13,1.972783568110286e-15,0.0,1.8759675025939941,1.591076135635376,3.167085886001587,4.22628927230835,3.1248316764831543,0.0,11.0577,0.2692,0.5981,nan,nan,nan,nan,nan,1.590863107914231e-09,9.653220445215993e-10,1.7801293772379267e-09,3.387866431836528e-09,5.659644419786503e-10,1.8832615467090363e-09,1.8782453023447054e-11,2.6380515549817574e-09,9.431505576529275e-10,5.480175424565914e-09,-1.148312223087089e-09,1.3995351544338064e-09,nan,1.6228010046859254e-09,-1.1486565032470253e-09,1.4488303889947929e-09,-1.7360011206335457e-09,1.936343974051624e-09,-5.23612431191367e-10,9.205745055140824e-10,-1.2939118665400429e-09,1.5542955811298498e-09,nan,1.8257315659298001e-09,-1.2962626527723842e-09,1.6327161844742477e-09,nan,1.4284796678865064e-09,-1.616001554793911e-09,1.8749437558085447e-09,1.465256690979004,0.7432538270950317,1.7535529136657715,2.1820812225341797,1.1356998682022095,1.645995020866394,0.0,2.5356709957122803,0.8546642065048218,4.859189033508301,,,,,,N,,bcu,,PMN J0156-1800,,0.9770,0.0000,29.1531,-18.0172,0.00000,0
4FGL J0156.8-4744,1,29.2165,-47.7352,275.4655,-65.7539,0.0327,0.0289,-38.980,0.0530,0.0469,-38.980,585,,13.369,1612.45,2.9206e-10,3.2425e-11,3.3340e-12,3.5537e-13,PowerLaw,1.2267e-13,1.3050e-14,2.1928,0.0933,1.1797e-13,1.4667e-14,2.2292,0.0965,-0.0273,0.0406,0.574,1.2468e-13,1.3999e-14,2.1300,0.1495,0.00030,0.00061,0.6667,nan,0.510,545.61,2.7430214544210685e-08,3.7988399093080716e-09,9.315241911167504e-10,1.7145057595868707e-10,6.402711694164509e-11,2.365524616465553e-11,2.310194136684318e-12,-1.450781716982874e-08,1.2183059006076746e-08,-1.6426371374222981e-09,1.6236487709875291e-09,-1.6769113875270136e-10,1.7429090115594903e-10,-3.465173634142893e-11,3.735867518117608e-11,-1.4292729326459419e-11,1.619728830226652e-11,-7.2659582343870266e-12,9.06777083975463e-12,-1.7128653096581958e-12,3.432282236204287e-12,4.360851523638187e-12,8.957613839045975e-13,6.252691506919428e-13,4.042781734381329e-13,4.297706938591328e-13,5.57787540114707e-13,1.1426695364653155e-13,1.7143961191177368,2.3672752380371094,6.2638373374938965,6.307577133178711,7.37165641784668,6.352930545806885,1.8811473846435547,23.9653,0.4584,0.1758,9.277,1.1294019941487932e-08,1.7852725964218052e-09,507590016.0,31560000.0,3.0087872193718113e-09,3.3108273900239737e-09,2.163797807597234e-09,5.249886303460016e-09,3.550115756922878e-09,3.6975069672706695e-09,4.16451273466123e-09,4.566488520652001e-09,1.1294019941487932e-08,3.007355031670045e-09,-1.393488435752488e-09,1.6130506930167599e-09,-1.3601215709257986e-09,1.5662704466734567e-09,-1.1319249981767143e-09,1.4020908878364935e-09,-1.4487540056506987e-09,1.620198863960809e-09,-1.5184842272475407e-09,1.7298910082175212e-09,-1.613475575368284e-09,1.8043879723705913e-09,-1.4244323498502354e-09,1.6385451884204372e-09,-1.4293357608607948e-09,1.5780311501956135e-09,-1.7852725964218052e-09,1.9308465937228902e-09,-1.1565971513860518e-09,1.3409223731386533e-09,2.581702470779419,3.5888864994049072,2.933929681777954,5.044058799743652,2.7429585456848145,2.5554325580596924,4.001276016235352,3.767472982406616,9.277195930480957,3.692897081375122,3FGL J0156.9-4742,3FHL J0156.9-4744,,,,N,,bll,,2MASS J01564603-4744174,,0.9992,0.8918,29.1918,-47.7381,0.00900,0
4FGL J0156.9-5301,1,29.2328,-53.0308,282.2032,-61.3820,0.0153,0.0131,63.370,0.0248,0.0213,63.370,1037,,23.582,2718.51,5.2287e-10,4.3707e-11,5.8661e-12,6.2053e-13,LogParabola,6.6294e-14,5.4375e-15,1.7407,0.0525,7.5407e-14,7.0941e-15,1.5527,0.0784,0.1043,0.0392,2.909,7.0421e-14,6.2250e-15,1.4897,0.1090,0.00072,0.00031,0.6667,nan,2.695,374.71,6.489582204949329e-09,1.1950811867889044e-11,2.9678232094099144e-10,3.225222866554134e-10,1.568458835032871e-10,4.311589280048267e-11,3.2017995893474094e-11,nan,1.1947618894225798e-08,nan,1.0887798440606389e-09,-1.2034065410837513e-10,1.306751651330984e-10,-4.0412079932439227e-11,4.269100697951167e-11,-2.0952944240759663e-11,2.2693647308558162e-11,-9.576526203980418e-12,1.1082740627998966e-11,-7.722280280508809e-12,9.547706375512277e-12,1.0909225996516558e-12,3.1793911070782197e-15,2.2372175726564913e-13,8.17972696954411e-13,1.1161392990399754e-12,1.0423181415197824e-12,1.524039141415079e-12,0.27931684255599976,0.0,2.597879648208618,11.853534698486328,14.446420669555664,9.779874801635742,10.645637512207031,45.4727,0.5090,0.1518,11.416,2.9518638644532302e-09,4.749206028442643e-10,349790016.0,31560000.0,2.3411659277883246e-09,7.781916777638287e-10,1.5999330749139062e-09,2.9518638644532302e-09,2.211205440971753e-09,1.1248155740162247e-09,9.384752974739285e-10,2.9835739434602715e-10,1.3434166001857761e-09,8.578819876703392e-10,-4.6109843720998356e-10,5.274794490084389e-10,-2.509239482861858e-10,3.1600608241255657e-10,-3.811544413423462e-10,4.0787875854597644e-10,-4.749206028442643e-10,5.17143106115725e-10,-4.0855116512084066e-10,4.772203743286241e-10,-3.209723042907342e-10,3.6271824432887456e-10,-3.2309177555589486e-10,3.945357651691239e-10,-1.6086293408434926e-10,2.1630630619995372e-10,-3.461659014991625e-10,3.9050840339172055e-10,-2.657212228029948e-10,3.155143646349501e-10,9.389934539794922,5.3880085945129395,7.615893840789795,11.416152954101562,10.383010864257812,6.511337757110596,4.483185291290283,2.4684627056121826,6.5290703773498535,5.361249923706055,3FGL J0157.0-5301,3FHL J0156.7-5302,,,,N,,bll,,1RXS J015658.6-530208,,0.9998,0.9873,29.2417,-53.0333,0.00450,0
