6.697843566085157629e-01,4.939936438898881836e-36
1.201876932815581611e+00,2.854138636020452467e-35
2.156676469645430583e+00,1.648851300195178326e-34
3.869991400721874975e+00,9.522164663143928744e-34
6.944404342726255841e+00,5.492874908941375796e-33
1.246120383272164567e+01,3.157078560795848011e-32
2.236067966337277824e+01,1.793448371259934853e-31
4.012453385081730772e+01,9.811331226416531332e-31
7.200041505815924836e+01,4.754164880335578309e-30
1.291992522036890705e+02,1.558662759571071441e-29
2.318382019952101132e+02,1.452463655258996860e-29
4.160159674889891335e+02,2.356765115347116991e-31
7.465089174965913799e+02,8.282594307105672798e-39
