6.697843566085157629e-01,7.646976731196999873e-32
1.201876932815581611e+00,4.418397295269592751e-31
2.156676469645430583e+00,2.552934958935441277e-30
3.869991400721874975e+00,1.475077048314337847e-29
6.944404342726255841e+00,8.522942553205087046e-29
1.246120383272164567e+01,4.924522161947479625e-28
2.236067966337277824e+01,2.845362471597693057e-27
4.012453385081730772e+01,1.644022581818570580e-26
7.200041505815924836e+01,9.498767476169558330e-26
1.291992522036890705e+02,5.487724195235605521e-25
2.318382019952101132e+02,3.169613747848185322e-24
4.160159674889891335e+02,1.829208202969547673e-23
7.465089174965913799e+02,1.052857399267635880e-22
