Standard-system colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (12) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (U-B)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (U-B). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (U-B) and its uncertainty.
Column 5: The (B-V)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (B-V). The uncertainty, if available, comes from the same source as (B-V) itself.
Column 7: The sources for (B-V) and its uncertainty.
Column 8: The (V-I)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (V-I). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(V-I)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------
  id   (U-B)  d(U-B)       s.  (B-V)  d(B-V)       s.  (V-I)  d(V-I)       s.
       [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------
1035   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1036   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.02       5
1037   -9.99   -9.99       0   -9.99   -9.99       0    0.91    0.02       5
1038   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.04       5
1039    0.60   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1040   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.03       5
1041   -9.99   -9.99       0   -9.99   -9.99       0    1.32    0.03       5
1042    0.47   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
1043   -9.99   -9.99       0   -9.99   -9.99       0    1.15    0.05       5
1044   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.01       5
1045   -9.99   -9.99       0   -9.99   -9.99       0    1.06    0.03       5
1046   -9.99   -9.99       0   -9.99   -9.99       0    1.16    0.01       5
1047    0.73   -9.99       1    0.98   -9.99       1   -9.99   -9.99       0
1048   -9.99   -9.99       0   -9.99   -9.99       0    0.91    0.06       5
1049   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.04       5
1050   -9.99   -9.99       0   -9.99   -9.99       0    1.02    0.01       5
1051   -0.25   -9.99       1   -9.99   -9.99       0    0.77    0.01       5
1052   -9.99   -9.99       0   -9.99   -9.99       0    0.54    0.06       5
1053   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1054   -9.99   -9.99       0   -9.99   -9.99       0    1.09    0.04       5
1055    0.37   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1056   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1057   -9.99   -9.99       0   -9.99   -9.99       0    0.90    0.02       5
1058   -0.89   -9.99       1   -9.99   -9.99       0    0.30    0.00       5
1059   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.02       5
1060    0.26   -9.99       1   -9.99   -9.99       0    0.97    0.01       5
1061   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.01       5
1062    0.72   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
1063   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.03       5
1064    0.25   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
1065   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1066   -9.99   -9.99       0   -9.99   -9.99       0    0.50    0.04       5
1067    0.37   -9.99       1   -9.99   -9.99       0    1.12    0.00       5
1068   -9.99   -9.99       0   -9.99   -9.99       0    0.98    0.03       5
1069    0.22   -9.99       1   -9.99   -9.99       0    1.03    0.00       5
1070    0.33   -9.99       1   -9.99   -9.99       0    1.01    0.01       5
1071   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.03       5
1072   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1073    0.44   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1074    0.28   -9.99       1   -9.99   -9.99       0    1.02    0.01       5
1075    0.38   -9.99       0   -9.99   -9.99       1   -9.99   -9.99       0
1076    0.24   -9.99       1   -9.99   -9.99       0    1.14    0.01       5
1077   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.02       5
1078    0.47   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1079   -9.99   -9.99       0   -9.99   -9.99       0    0.89    0.01       5
1080    0.70   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1081   -9.99   -9.99       0   -9.99   -9.99       0    1.04    0.01       5
1082   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.05       5
1083   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1084    0.30   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1085   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1086    0.19   -9.99       1    0.66   -9.99       1    0.84    0.00       5
1087   -9.99   -9.99       0   -9.99   -9.99       0    0.51    0.03       5
1088   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1089   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1090   -9.99   -9.99       0   -9.99   -9.99       0    0.78    0.02       5
1091   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1092   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1093    0.25   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1094    0.51   -9.99       1    0.88   -9.99       1    1.15    0.02       6
1095   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1096    0.19   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1097   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1098    0.47   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1099    0.52   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
1100    0.41   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1101   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1102   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1103   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1104    0.55   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
1105    0.47   -9.99       1    0.78   -9.99       1   -9.99   -9.99       0
1106   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1107    0.65   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1108    0.69   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1109   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1110    0.60   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1111    0.36   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1112    0.41   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
1113   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1114   -9.99   -9.99       0    0.91   -9.99       1   -9.99   -9.99       0
1115    0.32   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
1116   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1117   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1118   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1119    0.48   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1120   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1121   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1122   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1123   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1124   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1125   -9.99   -9.99       0    0.93   -9.99       1   -9.99   -9.99       0
1126   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1127   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1128   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1129   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1130   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1131   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1132    0.45   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1133   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1134   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1135   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1136    0.40   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1137    0.42   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1138   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1139   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1140    0.53   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1141   -9.99   -9.99       0    0.93   -9.99       1   -9.99   -9.99       0
1142   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1143    0.39   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1144   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1145   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1146   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1147   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1148   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1149   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1150    0.18   -9.99       1    0.56   -9.99       1   -9.99   -9.99       0
1151   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.04       7
1152   -9.99   -9.99       0   -9.99   -9.99       0    0.79    0.04       7
1153   -9.99   -9.99       0   -9.99   -9.99       0    0.89    0.01       7
1154   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.01       7
1155   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.19       7
1156   -9.99   -9.99       0   -9.99   -9.99       0    0.58    0.21       7
1157   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.07       7
1158    0.37   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1159   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.01       7
1160   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.07       7
1161   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.07       7
1162   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.02       7
1163   -9.99   -9.99       0   -9.99   -9.99       0    0.78    0.02       7
1164   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.07       7
1165   -9.99   -9.99       0   -9.99   -9.99       0    0.30    0.27       7
1166   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.06       7
1167   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.05       7
1168   -9.99   -9.99       0   -9.99   -9.99       0    0.70    0.13       7
1169   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.11       7
1170   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.09       7
1171   -9.99   -9.99       0   -9.99   -9.99       0    0.54    0.19       7
1172   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.13       7
1173   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.15       7
1174   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.05       7
1175   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.12       7
1176   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.04       7
1177    0.46   -9.99       1    0.93   -9.99       1    1.14    0.02       7
1178   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.14       7
1179   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.06       7
1180   -9.99   -9.99       0   -9.99   -9.99       0    0.88    0.02       7
1181   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.03       7
1182   -9.99   -9.99       0   -9.99   -9.99       0    0.88    0.06       7
1183   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.05       7
1184   -9.99   -9.99       0   -9.99   -9.99       0   -0.07    0.00       7
1185   -9.99   -9.99       0   -9.99   -9.99       0    0.66    0.31       7
1186   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.01       7
1187   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.15       7
1188   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.03       7
1189   -9.99   -9.99       0   -9.99   -9.99       0    0.68    0.26       7
1190   -9.99   -9.99       0   -9.99   -9.99       0    0.89    0.02       7
1191   -9.99   -9.99       0   -9.99   -9.99       0    0.74    0.03       7
1192   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.15       7
1193   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.15       7
1194   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.04       7
1195   -9.99   -9.99       0    0.84   -9.99       3    1.12   -9.99       4
1196   -9.99   -9.99       0   -9.99   -9.99       0    0.64    0.06       7
1197   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.05       7
1198   -9.99   -9.99       0   -9.99   -9.99       0    1.11    0.01       7
1199   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.05       7
1200   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.01       7
1201   -9.99   -9.99       0   -9.99   -9.99       0    0.42    0.09       7
1202   -9.99   -9.99       0   -9.99   -9.99       0    0.64    0.08       7
1203   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.13       7
1204   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.02       7
1205   -9.99   -9.99       0   -9.99   -9.99       0    1.09    0.01       7
1206   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.05       7
1207   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.07       7
1208   -9.99   -9.99       0   -9.99   -9.99       0    1.11    0.02       7
1209   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.07       7
1210    0.28   -9.99       1    0.77   -9.99       1   -9.99   -9.99       0
1211   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.02       7
1212   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.08       7
1213   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.01       7
1214   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.04       7
1215   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.18       7
1216   -9.99   -9.99       0   -9.99   -9.99       0    1.01    0.01       7
1217   -9.99   -9.99       0   -9.99   -9.99       0    0.54    0.04       7
1218   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1219   -9.99   -9.99       0   -9.99   -9.99       0    0.47    0.08       7
1220   -9.99   -9.99       0   -9.99   -9.99       0    0.59    0.08       7
1221   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.06       7
1222   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.02       7
1223   -9.99   -9.99       0   -9.99   -9.99       0    0.68    0.04       7
1224   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.02       7
1225   -9.99   -9.99       0    0.91   -9.99       1    1.06    0.01       7
1226    0.44   -9.99       1    0.66   -9.99       1    1.02    0.01       7
1227   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.01       7
1228   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.05       7
1229   -9.99   -9.99       0   -9.99   -9.99       0    0.90    0.01       7
1230   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.05       7
1231   -9.99   -9.99       0   -9.99   -9.99       0   -0.07    0.00       7
1232   -9.99   -9.99       0   -9.99   -9.99       0    1.00    0.01       7
1233   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1234   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.10       7
1235   -9.99   -9.99       0   -9.99   -9.99       0    0.79    0.09       7
1236   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.11       7
1237   -9.99   -9.99       0   -9.99   -9.99       0    0.55    0.07       7
1238   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.15       7
1239   -9.99   -9.99       0   -9.99   -9.99       0    0.68    0.02       7
1240   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.04       7
1241   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.07       7
1242    0.41   -9.99       1    0.88   -9.99       1    1.11    0.01       7
1243   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.10       7
1244   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.16       7
1245   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.04       7
1246   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1247   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1248   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1249   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1250   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1251    0.29   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
1252    0.27   -9.99       1    0.76   -9.99       1   -9.99   -9.99       0
1253    0.42   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1254    0.34   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1255   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1256   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1257    0.79   -9.99       1    0.79   -9.99       1   -9.99   -9.99       0
1258   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1259   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1260   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1261   -9.99   -9.99       0    0.92   -9.99       1   -9.99   -9.99       0
1262    0.53   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1263   -9.99   -9.99       0    0.92   -9.99       1   -9.99   -9.99       0
1264   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1265   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1266   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1267   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1268   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1269   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1270   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1271    0.46   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1272   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1273   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1274   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1275   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1276   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1277   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1278   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1279   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1280   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1281   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1282   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1283   -9.99   -9.99       0    0.90   -9.99       1   -9.99   -9.99       0
1284   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1285   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1286   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1287   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1288   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1289   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1290   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1291   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1292   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1293   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1294   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1295   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1296   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1297   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1298    0.57   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1299   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1300   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1301   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1302    0.61   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
1303   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1304   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1305   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1306   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1307   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1308   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1309   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1310   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1311   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1312   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1313   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1314   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1315   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1316   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1317   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1318   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1319   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1320   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1321   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1322   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1323   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1324    0.51   -9.99       1    0.96   -9.99       1   -9.99   -9.99       0
1325   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1326    0.48   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1327   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1328   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1329    0.27   -9.99       1    0.72   -9.99       1   -9.99   -9.99       0
1330   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1331   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1332   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1333   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1334   -9.99   -9.99       0    0.89   -9.99       1   -9.99   -9.99       0
1335    0.55   -9.99       2    1.01   -9.99       1    1.10   -9.99       2
1336    0.57   -9.99       2    0.75   -9.99       1    0.98   -9.99       2
1337    0.59   -9.99       2    0.88   -9.99       2    1.08   -9.99       2
1338    0.48   -9.99       2    0.87   -9.99       2    1.10   -9.99       2
1339    0.51   -9.99       1    0.92   -9.99       1    0.94   -9.99       2
1340    0.56   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1341   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1342    0.57   -9.99       1    0.97   -9.99       1   -9.99   -9.99       0
1343    0.57   -9.99       2    0.89   -9.99       2    1.00   -9.99       2
1344    0.47   -9.99       2    0.80   -9.99       2    1.06   -9.99       2
1345    0.68   -9.99       1    0.86   -9.99       1    1.00   -9.99       2
1346    0.52   -9.99       2    0.84   -9.99       2    1.05   -9.99       2
1347    0.46   -9.99       1    0.95   -9.99       1    1.13   -9.99       2
1348    0.72   -9.99       2    0.92   -9.99       2    1.04   -9.99       2
1349    0.44   -9.99       2    0.93   -9.99       2    0.94   -9.99       2
1350    0.40   -9.99       2    0.83   -9.99       2    1.01   -9.99       2
1351    0.58   -9.99       1    0.94   -9.99       1    1.07   -9.99       2
1352    0.55   -9.99       2    0.92   -9.99       2    0.92   -9.99       2
1353    0.50   -9.99       2    0.83   -9.99       2    0.96   -9.99       2
1354    0.52   -9.99       1    0.92   -9.99       1    1.08   -9.99       2
1355    0.55   -9.99       1    0.92   -9.99       1    1.10   -9.99       2
1356    0.38   -9.99       1    0.87   -9.99       1    0.98   -9.99       2
1357    0.47   -9.99       1    0.86   -9.99       1    0.99   -9.99       2
1358    0.59   -9.99       2    0.89   -9.99       1    1.13   -9.99       2
1359    0.64   -9.99       2    0.85   -9.99       2    1.06   -9.99       2
1360    0.56   -9.99       2    0.89   -9.99       2    0.99   -9.99       2
1361    0.51   -9.99       2    0.88   -9.99       2    1.05   -9.99       2
1362    0.55   -9.99       2    0.68   -9.99       2    1.05   -9.99       2
1363    0.53   -9.99       2    0.84   -9.99       2    1.00   -9.99       2
1364    0.38   -9.99       2    0.81   -9.99       2    0.82   -9.99       2
1365    0.60   -9.99       2    0.88   -9.99       2    1.05   -9.99       2
1366    0.57   -9.99       1    0.92   -9.99       1    1.10   -9.99       2
1367    0.67   -9.99       2    0.94   -9.99       1    1.05   -9.99       2
1368    0.39   -9.99       2    0.87   -9.99       2    0.88   -9.99       2
1369    0.47   -9.99       2    0.88   -9.99       2    0.98   -9.99       2
1370    0.50   -9.99       1    0.93   -9.99       1    1.12   -9.99       2
1371    0.91   -9.99       2    0.82   -9.99       2    1.16   -9.99       2
1372    0.61   -9.99       1    0.88   -9.99       1    1.09   -9.99       2
1373    0.65   -9.99       2    0.87   -9.99       1    1.02   -9.99       2
1374    0.45   -9.99       2    0.84   -9.99       2    0.98   -9.99       2
1375    0.53   -9.99       1    0.87   -9.99       1    1.11   -9.99       2
1376    0.47   -9.99       2    0.86   -9.99       2    0.82   -9.99       2
1377    0.53   -9.99       2    0.92   -9.99       2    0.99   -9.99       2
1378    0.46   -9.99       1    0.92   -9.99       1    1.05   -9.99       2
1379    0.48   -9.99       2    0.78   -9.99       2    1.03   -9.99       2
1380    0.55   -9.99       2    0.80   -9.99       1    1.01   -9.99       2
1381    0.35   -9.99       1    0.81   -9.99       1    0.97   -9.99       2
1382    1.05   -9.99       1    0.89   -9.99       2    1.03   -9.99       2
1383    0.49   -9.99       2    0.90   -9.99       1    1.02   -9.99       2
1384   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1385    0.47   -9.99       1    0.91   -9.99       1    1.07   -9.99       2
1386   -0.01   -9.99       2    0.74   -9.99       2    0.77   -9.99       2
1387    0.46   -9.99       2    0.86   -9.99       2    0.95   -9.99       2
1388    0.62   -9.99       1    0.93   -9.99       1    1.03   -9.99       2
1389    0.53   -9.99       2    0.95   -9.99       1    1.01   -9.99       2
1390    0.42   -9.99       1    0.89   -9.99       1    1.01   -9.99       2
1391    0.34   -9.99       2    0.77   -9.99       2    0.95   -9.99       2
