Standard-system colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (12) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (U-B)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (U-B). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (U-B) and its uncertainty.
Column 5: The (B-V)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (B-V). The uncertainty, if available, comes from the same source as (B-V) itself.
Column 7: The sources for (B-V) and its uncertainty.
Column 8: The (V-I)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (V-I). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(V-I)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------
  id   (U-B)  d(U-B)       s.  (B-V)  d(B-V)       s.  (V-I)  d(V-I)       s.
       [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------
 323   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.03       4
 324   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 325   -9.99   -9.99       0   -9.99   -9.99       0    1.08    0.22       4
 326   -9.99   -9.99       0   -9.99   -9.99       0    0.59   -9.99       3
 327   -9.99   -9.99       0    0.44   -9.99       3    2.04   -9.99       3
 328   -9.99   -9.99       0    0.94   -9.99       3    0.54   -9.99       3
 329   -9.99   -9.99       0    0.33   -9.99       3    0.95   -9.99       3
 330   -9.99   -9.99       0    0.50   -9.99       3    0.90   -9.99       3
 331   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 332   -9.99   -9.99       0    0.51   -9.99       3    0.79   -9.99       3
 333   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 334   -9.99   -9.99       0    0.95   -9.99       1   -9.99   -9.99       0
 335   -9.99   -9.99       0    0.73   -9.99       3    0.90   -9.99       3
 336   -9.99   -9.99       0    0.80   -9.99       3    1.01   -9.99       3
 337   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 338   -9.99   -9.99       0    0.74   -9.99       3    1.32   -9.99       3
 339   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 340   -9.99   -9.99       0    0.29   -9.99       3    1.55   -9.99       4
 341   -9.99   -9.99       0    0.32   -9.99       3    0.58   -9.99       3
 342   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 343    0.32   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
 344   -9.99   -9.99       0    0.06   -9.99       3    0.92   -9.99       3
 345   -9.99   -9.99       0    0.89   -9.99       3    1.13   -9.99       3
 346   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 347   -9.99   -9.99       0    1.44   -9.99       3    0.48   -9.99       3
 348   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 349   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 350   -9.99   -9.99       0   -9.99   -9.99       0    2.51   -9.99       3
 351   -9.99   -9.99       0    0.92   -9.99       3    0.33   -9.99       3
 352   -9.99   -9.99       0    0.66   -9.99       3    0.86   -9.99       3
 353   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 354   -9.99   -9.99       0    0.59   -9.99       3    1.42   -9.99       3
 355   -9.99   -9.99       0    0.68   -9.99       3    1.06   -9.99       3
 356   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 357   -9.99   -9.99       0    0.74   -9.99       3    1.13   -9.99       4
 358   -9.99   -9.99       0   -9.99   -9.99       0    0.92   -9.99       3
 359   -9.99   -9.99       0    0.85   -9.99       3    1.18   -9.99       3
 360   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.14       4
 361   -9.99   -9.99       0    0.52   -9.99       3    0.98   -9.99       3
 362   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.07       4
 363    0.42   -9.99       1    0.88   -9.99       1    1.21   -9.99       3
 364   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 365   -9.99   -9.99       0    0.86   -9.99       1   -9.99   -9.99       0
 366   -9.99   -9.99       0    0.92   -9.99       3    0.94   -9.99       3
 367   -9.99   -9.99       0    0.45   -9.99       3    1.13   -9.99       3
 368   -9.99   -9.99       0    0.75   -9.99       3    1.03   -9.99       3
 369   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 370   -9.99   -9.99       0    0.54   -9.99       3    1.09   -9.99       3
 371   -9.99   -9.99       0    0.57   -9.99       3    0.94   -9.99       3
 372   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 373   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 374   -9.99   -9.99       0    0.85   -9.99       3    1.25   -9.99       3
 375   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 376   -9.99   -9.99       0    0.70   -9.99       3    1.03   -9.99       3
 377   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 378   -9.99   -9.99       0    0.73   -9.99       3    1.08   -9.99       3
 379   -9.99   -9.99       0    0.84   -9.99       3    1.08   -9.99       3
 380    0.37   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
 381   -9.99   -9.99       0    0.77   -9.99       3    1.06   -9.99       3
 382   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 383   -9.99   -9.99       0    1.53   -9.99       3    0.71   -9.99       3
 384   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 385   -9.99   -9.99       0    0.72   -9.99       3    1.14   -9.99       3
 386   -9.99   -9.99       0   -9.99   -9.99       0    1.76   -9.99       3
 387   -9.99   -9.99       0    0.85   -9.99       3    1.23   -9.99       3
 388   -9.99   -9.99       0    0.80   -9.99       3    1.08   -9.99       3
 389   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 390   -9.99   -9.99       0    0.97   -9.99       3    1.06   -9.99       3
 391   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 392   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 393   -9.99   -9.99       0    0.86   -9.99       3    0.93   -9.99       3
 394   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 395   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 396   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 397   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 398   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 399   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 400   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 401   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 402   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 403   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 404    0.21   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 405   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 406   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 407   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 408    0.49   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 409    0.52   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 410   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 411   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 412   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 413   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 414   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 415   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 416   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 417   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 418   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 419   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 420   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 421   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 422   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 423   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 424   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 425   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 426   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 427   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 428   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 429   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 430   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 431   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 432   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 433   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 434   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 435   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 436   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 437   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 438   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 439   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 440   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 441   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 442   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 443   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 444   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 445   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 446   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 447   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 448   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 449   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 450   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 451   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 452   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 453   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 454   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 455   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 456   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 457   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 458    0.48   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 459   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 460    0.61   -9.99       1    0.97   -9.99       1   -9.99   -9.99       0
 461   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 462    0.96   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
 463   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 464   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 465    0.38   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
 466   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 467   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 468   -0.17   -9.99       1    0.47   -9.99       1   -9.99   -9.99       0
 469   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 470    0.45   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
 471    0.56   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 472   -9.99   -9.99       0    0.94   -9.99       1   -9.99   -9.99       0
 473   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 474   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 475   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 476    0.54   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
 477   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 478   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 479   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 480   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 481    0.41   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 482   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 483   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 484   -9.99   -9.99       0    0.91   -9.99       1   -9.99   -9.99       0
 485    0.27   -9.99       1    0.75   -9.99       1   -9.99   -9.99       0
 486   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 487   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 488    0.66   -9.99       1    0.96   -9.99       1   -9.99   -9.99       0
 489    0.19   -9.99       1    0.67   -9.99       1   -9.99   -9.99       0
 490    0.42   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 491    0.49   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 492   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 493    0.37   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 494   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 495    0.45   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 496    1.06   -9.99       1   -0.26   -9.99       1   -9.99   -9.99       0
 497   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 498    0.45   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 499    0.52   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
 500    0.47   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 501   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 502    0.09   -9.99       1    0.63   -9.99       1   -9.99   -9.99       0
 503   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 504   -9.99   -9.99       0    0.92   -9.99       1   -9.99   -9.99       0
 505    0.64   -9.99       1    0.64   -9.99       1   -9.99   -9.99       0
 506    0.78   -9.99       1    0.78   -9.99       1   -9.99   -9.99       0
 507   -0.26   -9.99       1    0.53   -9.99       1   -9.99   -9.99       0
 508   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 509   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 510    0.34   -9.99       1    0.99    0.05       5   -9.99   -9.99       0
 511    0.22   -9.99       1    0.70   -9.99       1   -9.99   -9.99       0
 512   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 513   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 514    0.44   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 515   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 516   -9.99   -9.99       0    0.87   -9.99       1   -9.99   -9.99       0
 517   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 518    0.71   -9.99       1    0.38   -9.99       1   -9.99   -9.99       0
 519   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 520   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 521   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.07       6
 522   -9.99   -9.99       0   -9.99   -9.99       0    0.60    0.15       6
 523   -9.99   -9.99       0   -9.99   -9.99       0    1.14    0.01       6
 524   -9.99   -9.99       0   -9.99   -9.99       0    0.52    0.06       6
 525   -9.99   -9.99       0   -9.99   -9.99       0    1.10    0.01       6
 526   -9.99   -9.99       0   -9.99   -9.99       0    0.68    0.03       6
 527   -9.99   -9.99       0   -9.99   -9.99       0    0.97    0.06       6
 528   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.11       6
 529   -9.99   -9.99       0   -9.99   -9.99       0    0.87    0.04       6
 530   -9.99   -9.99       0   -9.99   -9.99       0    0.66    0.06       6
 531   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.25       6
 532   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.01       6
 533   -9.99   -9.99       0   -9.99   -9.99       0    1.00    0.08       6
 534   -9.99   -9.99       0   -9.99   -9.99       0    0.89    0.05       6
 535   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.02       6
 536   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.13       6
 537   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.04       6
 538   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.05       6
 539   -9.99   -9.99       0   -9.99   -9.99       0    0.98    0.04       6
 540   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.05       6
 541   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.22       6
 542   -9.99   -9.99       0   -9.99   -9.99       0    1.09    0.01       6
 543   -9.99   -9.99       0   -9.99   -9.99       0    0.90    0.07       6
 544   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.06       6
 545   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.04       6
 546   -9.99   -9.99       0   -9.99   -9.99       0    1.18    0.01       6
 547   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.01       6
 548   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.05       6
 549   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.05       6
 550   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.12       6
 551   -9.99   -9.99       0   -9.99   -9.99       0    0.67    0.02       6
 552   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.07       6
 553   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.06       6
 554   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.03       6
 555   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.06       6
 556   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.01       6
 557   -9.99   -9.99       0   -9.99   -9.99       0    0.61    0.16       6
 558    0.52   -9.99       1    0.91   -9.99       1    1.15    0.01       6
 559   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.01       6
 560   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.05       6
 561   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.01       6
 562   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.08       6
 563   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.05       6
 564   -9.99   -9.99       0   -9.99   -9.99       0    0.97    0.08       6
 565   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.09       6
 566   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.04       6
 567   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.12       6
 568   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.13       6
 569   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.07       6
 570   -9.99   -9.99       0   -9.99   -9.99       0    1.00    0.04       6
 571   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.09       6
 572   -9.99   -9.99       0   -9.99   -9.99       0    1.08    0.01       6
 573   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.02       6
 574   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.07       6
 575    0.56   -9.99       1    0.89   -9.99       1    1.15    0.04       6
 576   -9.99   -9.99       0   -9.99   -9.99       0    0.87    0.01       6
 577   -9.99   -9.99       0   -9.99   -9.99       0    0.96    0.01       6
 578   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.01       6
 579   -9.99   -9.99       0   -9.99   -9.99       0    0.59    0.01       6
 580   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.02       6
 581   -9.99   -9.99       0   -9.99   -9.99       0    0.78    0.03       6
 582   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.01       6
 583   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.10       6
 584   -9.99   -9.99       0   -9.99   -9.99       0    1.10    0.16       6
 585   -9.99   -9.99       0   -9.99   -9.99       0    0.89    0.12       6
 586   -9.99   -9.99       0   -9.99   -9.99       0    1.00    0.01       6
 587   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.09       6
 588   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.07       6
 589   -9.99   -9.99       0   -9.99   -9.99       0    1.16    0.03       7
 590   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.13       6
 591   -9.99   -9.99       0   -9.99   -9.99       0    0.90    0.10       6
 592   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.03       6
 593   -9.99   -9.99       0   -9.99   -9.99       0    1.00    0.01       6
 594   -9.99   -9.99       0   -9.99   -9.99       0    0.98    0.14       6
 595   -9.99   -9.99       0   -9.99   -9.99       0    1.02    0.07       6
 596   -9.99   -9.99       0   -9.99   -9.99       0    0.90    0.02       6
 597   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.04       6
 598   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.02       6
 599   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.11       6
 600   -9.99   -9.99       0   -9.99   -9.99       0    1.17    0.03       6
 601    0.27   -9.99       1    0.75   -9.99       1   -9.99   -9.99       0
 602   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.07       6
 603   -9.99   -9.99       0   -9.99   -9.99       0    0.97    0.01       6
 604   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.03       6
 605   -9.99   -9.99       0   -9.99   -9.99       0    0.97    0.03       6
 606   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.01       6
 607   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.02       6
 608   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.03       6
 609   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.03       6
 610   -9.99   -9.99       0   -9.99   -9.99       0    0.79    0.05       6
 611   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.04       6
 612   -9.99   -9.99       0   -9.99   -9.99       0    1.04    0.01       6
 613   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 614   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.04       6
 615   -9.99   -9.99       0   -9.99   -9.99       0    1.15    0.01       6
 616   -9.99   -9.99       0   -9.99   -9.99       0    1.07    0.02       6
 617   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.02       6
 618   -9.99   -9.99       0   -9.99   -9.99       0    0.57    0.24       6
 619   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.02       6
 620   -9.99   -9.99       0   -9.99   -9.99       0    0.56    0.09       6
 621   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.03       6
 622   -9.99   -9.99       0   -9.99   -9.99       0    0.78    0.11       6
 623   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.04       6
 624   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.22       6
 625   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.07       6
 626   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.12       6
 627   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.07       6
 628   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.01       6
 629   -9.99   -9.99       0   -9.99   -9.99       0    1.06    0.01       6
 630   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.06       6
 631   -9.99   -9.99       0   -9.99   -9.99       0    0.66    0.14       6
 632   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.03       6
 633    0.28   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 634    0.51   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
 635    0.40   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 636   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 637   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 638    0.34   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 639    0.50   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 640   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 641   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 642   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 643    0.30   -9.99       1    0.78   -9.99       1   -9.99   -9.99       0
 644   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 645   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 646   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 647    0.92   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
 648    0.52   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 649   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 650   -9.99   -9.99       0    0.80    0.20       5   -9.99   -9.99       0
 651   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 652    0.30   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
 653    0.44   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
 654    0.46   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 655    0.46   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 656    0.46   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
 657   -9.99   -9.99       0    0.90   -9.99       1   -9.99   -9.99       0
 658   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 659    0.26   -9.99       1    0.76   -9.99       1   -9.99   -9.99       0
 660   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 661    0.50   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 662   -9.99   -9.99       0    0.84   -9.99       1   -9.99   -9.99       0
 663   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 664    0.43   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
 665    0.45   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 666   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 667   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 668   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 669   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 670   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 671   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 672   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 673   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 674   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 675   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 676   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 677   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
