Standard-system magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (5) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent U-band magnitude, m_U, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_U.
Column 4: The sources for the quoted values for m_U and their uncertainties.
Column 5: The apparent B-band magnitude, m_B, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_B.
Column 7: The sources for the quoted values for m_B and their uncertainties. 
Column 8: The apparent V-band magnitude, m_V, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_V.
Column 10: The sources for the quoted values for m_V and their uncertainties.
Column 11: The apparent I-band magnitude, m_I, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_I.
Column 13: The sources for the quoted values for m_I and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   m_U      dm_U       s.  m_B      dm_B       s.  m_V      dm_V       s.  m_I      dm_I      s. 
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
1076   16.77   -9.99       1   16.53   -9.99       1   16.33    0.00       8   15.19    0.00       5
1077   17.95    0.50    1012   17.32   -9.99       1   17.44    0.02       8   16.45    0.02       5
1078   14.82   -9.99       1   14.35   -9.99       1   14.02    0.47    1023   13.22    0.45    1045
1079   18.66    0.50    1002   18.23   -9.99       1   18.18    0.01       8   17.29    0.01       5
1080   12.55   -9.99       1   11.85   -9.99       1   10.97   -9.99       1   10.16    0.45    1045
1081   18.23    0.50    1012   16.96   -9.99       1   16.82    0.01       8   15.78    0.01       5
1082   19.46    0.50    1002   17.68   -9.99       1   18.01    0.03       8   17.38    0.03       5
1083   13.83    0.50    1012   13.82   -9.99       1   12.75    0.47    1023   11.98    0.45    1045
1084   15.19   -9.99       1   14.89   -9.99       1   14.30    0.47    1023   13.50    0.45    1045
1085   14.85    0.50    1012   14.83   -9.99       1   13.78    0.47    1023   12.94    0.45    1045
1086   14.20   -9.99       1   14.01   -9.99       1   13.35   -9.99       1   12.50    0.00       5
1087   19.46    0.50    1002   19.45   -9.99       1   18.76    0.02       8   18.25    0.02       5
1088   14.54    0.50    1012   14.13   -9.99       1   13.96    0.06       2   12.54    0.45    1045
1089   13.52    0.50    1012   12.71   -9.99       1   12.12    0.47    1023   11.19    0.45    1045
1090   20.39    0.50    1012   19.44   -9.99       1   18.29    0.02       8   17.51    0.02       5
1091   13.36    0.50    1012   13.13   -9.99       1   12.22    0.47    1023   11.39    0.45    1045
1092   15.11    0.50    1012   14.75   -9.99       0   14.80   -9.99       3   13.65    0.45    1045
1093   16.02   -9.99       1   15.77   -9.99       1   15.10    0.47    1023   14.36    0.45    1045
1094   12.91   -9.99       1   12.40   -9.99       1   11.52   -9.99       1    9.87   -9.99       6
1095   14.91    0.50    1012   14.62   -9.99       1   14.24    0.47    1023   13.76    0.45    1045
1096   15.74   -9.99       1   15.55   -9.99       1   14.63    0.47    1023   13.90    0.45    1045
1097   14.24    0.50    1012   14.24   -9.99       1   13.14    0.47    1023   12.28    0.45    1045
1098   10.98   -9.99       1   10.51   -9.99       1    9.62   -9.99       1   10.38    0.45    1045
1099   13.24   -9.99       1   12.72   -9.99       1   11.89   -9.99       1   10.90    0.45    1045
1100   15.86   -9.99       1   15.45   -9.99       1   15.28    0.47    1023   14.47    0.45    1045
1101   14.81    0.50    1012   14.65   -9.99       1   13.70    0.47    1023   12.80    0.45    1045
1102   14.43    0.50    1012   14.45   -9.99       1   13.37    0.47    1023   12.52    0.45    1045
1103   16.13    0.50    1012   15.73   -9.99       0   14.80   -9.99       3   14.37    0.45    1045
1104   11.74   -9.99       1   11.19   -9.99       1   10.27   -9.99       1   -9.99   -9.99       0
1105   12.78   -9.99       1   12.31   -9.99       1   11.53   -9.99       1   10.54    0.45    1045
1106   15.29    0.50    1012   15.30   -9.99       1   14.10    0.47    1023   13.13    0.45    1045
1107   13.35   -9.99       1   12.70   -9.99       1   11.80   -9.99       1   10.81    0.45    1045
1108   11.18   -9.99       1   10.49   -9.99       1    9.55   -9.99       1   -9.99   -9.99       0
1109   16.36    0.50    1012   15.70   -9.99       1   15.40    0.47    1023   14.52    0.45    1045
1110   12.41   -9.99       1   11.81   -9.99       1   10.92   -9.99       1    9.99    0.45    1045
1111   15.06   -9.99       1   14.70   -9.99       1   14.16    0.03       2   12.82    0.45    1045
1112   12.03   -9.99       1   11.62   -9.99       1   10.78   -9.99       1    9.96    0.45    1045
1113   15.25    0.50    1012   14.45   -9.99       1   14.48    0.47    1023   13.81    0.45    1045
1114   -9.99   -9.99       0   11.55   -9.99       1   10.64   -9.99       1   -9.99   -9.99       0
1115   12.55   -9.99       1   12.23   -9.99       1   11.43   -9.99       1   10.57    0.45    1045
1116   15.78    0.50    1012   15.19   -9.99       1   14.80    0.47    1023   14.03    0.45    1045
1117   15.16    0.50    1012   14.80   -9.99       1   14.28    0.47    1023   13.65    0.45    1045
1118   14.02    0.50    1012   13.99   -9.99       1   13.17    0.47    1023   12.71    0.45    1045
1119   11.79   -9.99       1   11.31   -9.99       1   10.42   -9.99       1    9.74    0.45    1045
1120   15.83    0.50    1012   15.07   -9.99       1   14.86    0.47    1023   14.03    0.45    1045
1121   15.89    0.50    1012   14.86   -9.99       1   14.83    0.47    1023   13.99    0.45    1045
1122   14.50    0.50    1012   14.51   -9.99       1   13.50    0.47    1023   12.72    0.45    1045
1123   15.26    0.50    1012   14.12   -9.99       1   14.35    0.47    1023   13.81    0.45    1045
1124   14.31    0.50    1012   14.45   -9.99       1   14.24    0.03       2   12.63    0.45    1045
1125   12.42    0.50    1012   11.95   -9.99       1   11.02   -9.99       1   10.25    0.45    1045
1126   14.41    0.50    1012   13.79   -9.99       1   13.21    0.47    1023   12.25    0.45    1045
1127   14.31    0.50    1012   14.54   -9.99       1   13.11    0.47    1023   12.33    0.45    1045
1128   15.27    0.50    1012   14.82   -9.99       0   14.18   -9.99       3   13.52    0.45    1045
1129   12.44    0.50    1012   11.93   -9.99       1   11.22    0.47    1023   10.47    0.45    1045
1130   15.52    0.50    1012   14.90   -9.99       1   14.60    0.47    1023   13.85    0.45    1045
1131   14.84    0.50    1012   14.34   -9.99       1   13.35    0.06       2   12.90    0.45    1045
1132   10.97   -9.99       1   10.52   -9.99       1    9.62   -9.99       1   -9.99   -9.99       0
1133   15.18    0.50    1012   14.91   -9.99       1   14.22    0.47    1023   13.42    0.45    1045
1134   14.59    0.50    1012   14.09   -9.99       1   13.56    0.06       2   12.41    0.45    1045
1135   13.23    0.50    1012   13.12   -9.99       1   11.99    0.47    1023   11.13    0.45    1045
1136   12.37   -9.99       1   11.97   -9.99       1   11.08   -9.99       1   10.29    0.45    1045
1137   10.71   -9.99       1   10.29   -9.99       1    9.39   -9.99       1   -9.99   -9.99       0
1138   13.93    0.50    1012   14.09   -9.99       1   13.54    0.03       2   12.38    0.45    1045
1139   15.71    0.50    1012   15.11   -9.99       1   14.84    0.47    1023   14.13    0.45    1045
1140   12.05   -9.99       1   11.52   -9.99       1   10.62   -9.99       1    9.45    0.45    1045
1141   -9.99   -9.99       0    9.69   -9.99       1    8.76   -9.99       1   -9.99   -9.99       0
1142   15.21    0.50    1012   15.29   -9.99       1   14.25    0.47    1023   13.41    0.45    1045
1143   12.29   -9.99       1   11.90   -9.99       1   11.02   -9.99       1   10.05    0.45    1045
1144   -9.99   -9.99       0   11.40   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1145   14.74    0.50    1012   14.54   -9.99       1   13.75    0.47    1023   12.94    0.45    1045
1146   13.88    0.50    1012   13.77   -9.99       1   12.85    0.47    1023   12.05    0.45    1045
1147   12.47    0.50    1012   11.93   -9.99       1   11.43    0.47    1023   10.70    0.45    1045
1148   15.32    0.50    1012   15.16   -9.99       1   14.39    0.47    1023   13.58    0.45    1045
1149   13.83    0.50    1012   13.65   -9.99       1   12.64    0.47    1023   11.89    0.45    1045
1150   12.28   -9.99       1   12.10   -9.99       1   11.54   -9.99       1   10.89    0.45    1045
1151   -9.99   -9.99       0   -9.99   -9.99       0   20.86    0.03      10   20.24    0.05       7
1152   -9.99   -9.99       0   -9.99   -9.99       0   23.45    0.04      10   22.66    0.06       7
1153   -9.99   -9.99       0   17.71   -9.99       1   17.39    0.01      10   16.50    0.01       7
1154   -9.99   -9.99       0   15.82   -9.99       1   15.36    0.01      10   14.32    0.01       7
1155   -9.99   -9.99       0   -9.99   -9.99       0   23.17    0.14      10   22.64    0.24       7
1156   -9.99   -9.99       0   -9.99   -9.99       0   21.34    0.17      10   20.76    0.27       7
1157   -9.99   -9.99       0   -9.99   -9.99       0   22.00    0.05      10   21.07    0.09       7
1158   10.47   -9.99       1   10.10   -9.99       1    9.23   -9.99       1   -9.99   -9.99       0
1159   -9.99   -9.99       0   17.94   -9.99       1   17.41    0.01      10   16.57    0.01       7
1160   -9.99   -9.99       0   -9.99   -9.99       0   21.55    0.04      10   20.75    0.08       7
1161   -9.99   -9.99       0   -9.99   -9.99       0   22.86    0.06      10   22.03    0.09       7
1162   -9.99   -9.99       0   -9.99   -9.99       0   20.20    0.01      10   19.45    0.02       7
1163   -9.99   -9.99       0   17.51   -9.99       1   16.94    0.01      10   16.17    0.02       7
1164   -9.99   -9.99       0   -9.99   -9.99       0   22.46    0.06      10   21.84    0.09       7
1165   -9.99   -9.99       0   -9.99   -9.99       0   23.24    0.19      10   22.94    0.33       7
1166   -9.99   -9.99       0   -9.99   -9.99       0   20.83    0.04      10   20.06    0.07       7
1167   -9.99   -9.99       0   -9.99   -9.99       0   20.29    0.03      10   19.57    0.06       7
1168   -9.99   -9.99       0   -9.99   -9.99       0   22.76    0.13      10   22.06    0.18       7
1169   -9.99   -9.99       0   -9.99   -9.99       0   23.42    0.10      10   22.71    0.15       7
1170   -9.99   -9.99       0   -9.99   -9.99       0   20.70    0.05      10   19.94    0.10       7
1171   -9.99   -9.99       0   -9.99   -9.99       0   23.48    0.14      10   22.94    0.24       7
1172   -9.99   -9.99       0   -9.99   -9.99       0   22.33    0.09      10   21.56    0.16       7
1173   -9.99   -9.99       0   -9.99   -9.99       0   22.23    0.11      10   21.48    0.19       7
1174   -9.99   -9.99       0   -9.99   -9.99       0   20.67    0.04      10   19.94    0.06       7
1175   -9.99   -9.99       0   -9.99   -9.99       0   21.21    0.08      10   20.41    0.14       7
1176   -9.99   -9.99       0   18.84   -9.99       1   18.25    0.02      10   17.42    0.04       7
1177   11.98   -9.99       1   11.52   -9.99       1   10.59   -9.99       1   10.07   -9.99       7
1178   -9.99   -9.99       0   -9.99   -9.99       0   22.95    0.10      10   22.22    0.17       7
1179   -9.99   -9.99       0   -9.99   -9.99       0   21.18    0.04      10   20.42    0.07       7
1180   -9.99   -9.99       0   -9.99   -9.99       0   20.01    0.01      10   19.13    0.02       7
1181   -9.99   -9.99       0   16.46   -9.99       1   15.80    0.02      10   14.87    0.04       7
1182   -9.99   -9.99       0   -9.99   -9.99       0   21.68    0.04      10   20.80    0.07       7
1183   -9.99   -9.99       0   -9.99   -9.99       0   23.62    0.04      10   22.93    0.06       7
1184   -9.99   -9.99       0   -9.99   -9.99       0   20.80    0.05      10   20.87    0.05       7
1185   -9.99   -9.99       0   -9.99   -9.99       0   21.32    0.22      10   20.66    0.38       7
1186   -9.99   -9.99       0   17.89   -9.99       1   17.49    0.01      10   16.64    0.01       7
1187   -9.99   -9.99       0   -9.99   -9.99       0   23.93    0.12      10   23.18    0.19       7
1188   -9.99   -9.99       0   -9.99   -9.99       0   20.81    0.02      10   20.06    0.04       7
1189   -9.99   -9.99       0   -9.99   -9.99       0   22.85    0.16      10   22.17    0.31       7
1190   -9.99   -9.99       0   -9.99   -9.99       0   18.59    0.01      10   17.70    0.02       7
1191   -9.99   -9.99       0   19.53   -9.99       1   19.35    0.02      10   18.61    0.04       7
1192   -9.99   -9.99       0   -9.99   -9.99       0   23.03    0.12      10   22.26    0.19       7
1193   -9.99   -9.99       0   -9.99   -9.99       0   21.81    0.10      10   20.96    0.18       7
1194   -9.99   -9.99       0   -9.99   -9.99       0   21.57    0.02      10   20.86    0.04       7
1195   -9.99   -9.99       0   13.77   -9.99       1   12.24   -9.99       6   11.12   -9.99       6
1196   -9.99   -9.99       0   -9.99   -9.99       0   20.19    0.03      10   19.56    0.07       7
1197   -9.99   -9.99       0   -9.99   -9.99       0   20.26    0.04      10   19.51    0.06       7
1198   -9.99   -9.99       0   15.12   -9.99       1   15.57    0.01      10   14.46    0.01       7
1199   -9.99   -9.99       0   -9.99   -9.99       0   20.17    0.04      10   19.35    0.06       7
1200   -9.99   -9.99       0   18.48   -9.99       1   18.48    0.01      10   17.62    0.01       7
1201   -9.99   -9.99       0   -9.99   -9.99       0   23.20    0.06      10   22.79    0.11       7
1202   -9.99   -9.99       0   -9.99   -9.99       0   23.05    0.07      10   22.42    0.11       7
1203   -9.99   -9.99       0   -9.99   -9.99       0   21.10    0.09      10   20.17    0.16       7
1204   -9.99   -9.99       0   19.36   -9.99       1   18.92    0.01      10   18.15    0.02       7
1205   -9.99   -9.99       0   -9.99   -9.99       0   17.78    0.01      10   16.69    0.01       7
1206   -9.99   -9.99       0   20.14   -9.99       1   19.69    0.03      10   18.92    0.06       7
1207   -9.99   -9.99       0   -9.99   -9.99       0   20.95    0.05      10   20.24    0.09       7
1208   -9.99   -9.99       0   14.45   -9.99       1   13.70    0.01      10   12.59    0.02       7
1209   -9.99   -9.99       0   -9.99   -9.99       0   20.05    0.05      10   19.21    0.09       7
1210   11.99   -9.99       1   11.71   -9.99       1   10.94   -9.99       1   10.21    0.45    1045
1211   -9.99   -9.99       0   -9.99   -9.99       0   20.65    0.01      10   19.81    0.02       7
1212   -9.99   -9.99       0   -9.99   -9.99       0   22.39    0.05      10   21.56    0.09       7
1213   -9.99   -9.99       0   16.71   -9.99       1   16.11    0.01      10   15.12    0.01       7
1214   -9.99   -9.99       0   -9.99   -9.99       0   21.43    0.03      10   20.78    0.05       7
1215   -9.99   -9.99       0   -9.99   -9.99       0   22.83    0.12      10   21.90    0.22       7
1216   -9.99   -9.99       0   16.75   -9.99       1   16.23    0.01      10   15.22    0.01       7
1217   -9.99   -9.99       0   -9.99   -9.99       0   22.28    0.04      10   21.74    0.06       7
1218   14.68    0.50    1012   14.71   -9.99       1   13.34    0.47    1023   12.49    0.45    1045
1219   -9.99   -9.99       0   -9.99   -9.99       0   22.60    0.06      10   22.14    0.10       7
1220   -9.99   -9.99       0   -9.99   -9.99       0   22.90    0.05      10   22.31    0.09       7
1221   -9.99   -9.99       0   -9.99   -9.99       0   20.05    0.03      10   19.34    0.07       7
1222   -9.99   -9.99       0   19.37   -9.99       1   18.47    0.01      10   17.71    0.02       7
1223   -9.99   -9.99       0   -9.99   -9.99       0   21.02    0.03      10   20.34    0.05       7
1224   -9.99   -9.99       0   19.75   -9.99       1   19.16    0.01      10   18.30    0.02       7
1225   -9.99   -9.99       0   14.43   -9.99       1   13.52   -9.99       1   12.91   -9.99       7
1226   14.48   -9.99       1   14.04   -9.99       1   13.38   -9.99       1   12.23   -9.99       7
1227   -9.99   -9.99       0   -9.99   -9.99       0   17.66    0.01      10   16.61    0.01       7
1228   -9.99   -9.99       0   -9.99   -9.99       0   22.03    0.03      10   21.23    0.06       7
1229   -9.99   -9.99       0   17.72   -9.99       1   17.59    0.01      10   16.69    0.01       7
1230   -9.99   -9.99       0   -9.99   -9.99       0   19.55    0.04      10   18.79    0.06       7
1231   -9.99   -9.99       0   -9.99   -9.99       0   19.54    0.01      10   19.61    0.01       7
1232   -9.99   -9.99       0   16.77   -9.99       1   16.29    0.01      10   15.29    0.01       7
1233   14.84    0.50    1012   14.69   -9.99       1   13.39    0.47    1023   12.65    0.45    1045
1234   -9.99   -9.99       0   -9.99   -9.99       0   21.53    0.04      10   20.84    0.11       7
1235   -9.99   -9.99       0   -9.99   -9.99       0   21.88    0.04      10   21.09    0.10       7
1236   -9.99   -9.99       0   -9.99   -9.99       0   22.45    0.06      10   21.89    0.13       7
1237   -9.99   -9.99       0   -9.99   -9.99       0   20.76    0.05      10   20.21    0.09       7
1238   -9.99   -9.99       0   -9.99   -9.99       0   22.41    0.07      10   21.85    0.17       7
1239   -9.99   -9.99       0   -9.99   -9.99       0   21.24    0.01      10   20.56    0.02       7
1240   -9.99   -9.99       0   -9.99   -9.99       0   20.65    0.03      10   19.92    0.05       7
1241   -9.99   -9.99       0   -9.99   -9.99       0   20.93    0.06      10   20.00    0.09       7
1242   13.76   -9.99       1   13.35   -9.99       1   12.47   -9.99       1   11.54   -9.99       7
1243   -9.99   -9.99       0   -9.99   -9.99       0   21.39    0.08      10   20.66    0.13       7
1244   -9.99   -9.99       0   -9.99   -9.99       0   21.97    0.12      10   21.24    0.20       7
1245   -9.99   -9.99       0   15.50   -9.99       1   15.09    0.03      10   14.07    0.05       7
1246   15.96    0.50    1012   15.94   -9.99       1   14.61    0.47    1023   13.74    0.45    1045
1247   14.71    0.50    1012   14.51   -9.99       1   13.79    0.03       2   12.67    0.45    1045
1248   15.90    0.50    1012   15.79   -9.99       1   14.56    0.47    1023   13.71    0.45    1045
1249   15.01    0.50    1012   14.87   -9.99       1   13.68    0.47    1023   12.93    0.45    1045
1250   16.14    0.50    1012   15.73    0.43    1012   15.07    0.47    1023   14.43    0.45    1045
1251   12.89   -9.99       1   12.60   -9.99       1   11.78   -9.99       1   10.72    0.45    1045
1252   12.19   -9.99       1   11.92   -9.99       1   11.16   -9.99       1   -9.99   -9.99       0
1253   11.77   -9.99       1   11.35   -9.99       1   10.50   -9.99       1    9.62    0.45    1045
1254   11.02   -9.99       1   10.68   -9.99       1    9.87   -9.99       1   -9.99   -9.99       0
1255   15.99    0.50    1012   15.99   -9.99       1   14.69    0.47    1023   13.87    0.45    1045
1256   15.18    0.50    1012   15.11   -9.99       1   13.82    0.47    1023   12.92    0.45    1045
1257   11.78   -9.99       1   10.99   -9.99       1   10.20   -9.99       1    9.95    0.45    1045
1258   16.54    0.50    1012   16.16    0.43    1012   15.39    0.47    1023   14.62    0.45    1045
1259   14.94    0.50    1012   14.88   -9.99       1   13.59    0.47    1023   12.82    0.45    1045
1260   15.47    0.50    1012   15.19   -9.99       1   14.16    0.47    1023   13.36    0.45    1045
1261   13.95    0.50    1012   12.92   -9.99       1   12.00   -9.99       1   11.66    0.45    1045
1262   14.55   -9.99       1   14.02   -9.99       1   13.08   -9.99       1   12.06    0.45    1045
1263   14.81    0.50    1012   14.34   -9.99       1   13.42   -9.99       1   12.61    0.45    1045
1264   14.81    0.50    1012   14.40    0.43    1012   13.40    0.47    1023   12.59    0.45    1040
1265   14.72    0.50    1012   14.77   -9.99       1   13.48    0.47    1023   12.68    0.45    1045
1266   15.16    0.50    1012   14.76   -9.99       1   13.75    0.47    1023   12.90    0.45    1045
1267   16.82    0.50    1012   16.84   -9.99       1   15.60    0.47    1023   14.79    0.45    1045
1268   15.54    0.50    1012   15.73   -9.99       1   14.93    0.47    1023   14.61    0.45    1045
1269   16.70    0.50    1012   16.32    0.43    1012   15.50    0.47    1023   14.76    0.45    1045
1270   16.79    0.50    1012   16.76   -9.99       1   15.98    0.47    1023   15.45    0.45    1045
1271   13.95   -9.99       1   13.49   -9.99       1   12.62   -9.99       1   12.10    0.45    1045
1272   17.46    0.50    1012   17.10    0.43    1012   16.22    0.47    1023   15.34    0.45    1045
1273   16.41    0.50    1012   16.03    0.43    1012   15.07    0.47    1023   14.21    0.45    1045
1274   15.15    0.50    1012   14.95   -9.99       1   13.74    0.47    1023   12.89    0.45    1045
1275   15.86    0.50    1012   15.50   -9.99       1   14.47    0.47    1023   13.60    0.45    1045
1276   16.86    0.50    1012   16.57   -9.99       1   15.49    0.47    1023   14.59    0.45    1045
1277   15.65    0.50    1012   15.50   -9.99       1   14.30    0.47    1023   13.50    0.45    1045
1278   15.23    0.50    1012   14.88   -9.99       1   13.91    0.47    1023   13.11    0.45    1045
1279   15.83    0.50    1012   15.68   -9.99       1   14.52    0.47    1023   13.67    0.45    1045
1280   16.13    0.50    1012   15.93   -9.99       1   14.84    0.47    1023   14.02    0.45    1045
1281   16.07    0.50    1012   15.91   -9.99       1   14.81    0.47    1023   14.03    0.45    1045
1282   16.33    0.50    1012   16.30   -9.99       1   15.36    0.47    1023   14.71    0.45    1045
1283   14.49    0.50    1012   13.74   -9.99       1   12.84   -9.99       1   12.25    0.45    1045
1284   16.70    0.50    1012   16.74   -9.99       1   15.55    0.47    1023   14.79    0.45    1045
1285   16.15    0.50    1012   15.16   -9.99       1   14.81    0.47    1023   13.85    0.45    1045
1286   15.20    0.50    1012   15.16   -9.99       1   14.13    0.47    1023   13.44    0.45    1045
1287   16.03    0.50    1012   15.64    0.43    1012   14.73    0.47    1023   13.89    0.45    1045
1288   18.84    0.50    1012   18.50    0.43    1012   18.02    0.47    1023   17.07    0.45    1040
1289   16.41    0.50    1012   16.24   -9.99       1   15.12    0.47    1023   14.27    0.45    1045
1290   17.41    0.50    1012   17.30   -9.99       1   16.27    0.47    1023   15.40    0.45    1045
1291   17.41    0.50    1012   17.30   -9.99       1   16.27    0.47    1023   15.40    0.45    1045
1292   15.61    0.50    1012   15.04   -9.99       1   14.19    0.47    1023   13.30    0.45    1045
1293   -9.99   -9.99       0   17.48   -9.99       4   16.00    0.40       4   -9.99   -9.99       0
1294   16.03    0.50    1012   15.93   -9.99       1   14.82    0.47    1023   14.05    0.45    1045
1295   15.18    0.50    1012   14.82   -9.99       1   13.79    0.47    1023   12.90    0.45    1045
1296   16.46    0.50    1012   16.30   -9.99       1   15.42    0.47    1023   14.85    0.45    1045
1297   16.40    0.50    1012   16.39   -9.99       1   15.30    0.47    1023   14.63    0.45    1045
1298   13.48   -9.99       1   12.91   -9.99       1   12.03   -9.99       1   11.80    0.45    1045
1299   15.99    0.50    1012   15.50   -9.99       1   14.67    0.47    1023   13.82    0.45    1045
1300   15.39    0.50    1012   15.08   -9.99       1   14.05    0.47    1023   13.21    0.45    1045
1301   14.01    0.50    1012   13.62   -9.99       1   12.58    0.47    1023   11.79    0.45    1045
1302   15.17   -9.99       1   14.56   -9.99       1   13.61   -9.99       1   12.74    0.45    1045
1303   14.77    0.50    1012   13.75   -9.99       1   13.36    0.47    1023   12.56    0.45    1045
1304   15.45    0.50    1012   15.07   -9.99       1   14.02    0.47    1023   13.14    0.45    1045
1305   15.77    0.50    1012   15.45   -9.99       1   14.52    0.47    1023   13.74    0.45    1045
1306   16.20    0.50    1012   16.29   -9.99       1   14.92    0.47    1023   14.10    0.45    1045
1307   16.18    0.50    1012   15.86   -9.99       1   14.88    0.47    1023   14.05    0.45    1045
1308   15.65    0.50    1012   15.25    0.43    1012   14.35    0.47    1023   13.54    0.45    1045
1309   15.99    0.50    1012   15.38   -9.99       1   14.66    0.47    1023   13.83    0.45    1045
1310   16.48    0.50    1012   16.21   -9.99       1   15.17    0.47    1023   14.31    0.45    1045
1311   16.44    0.50    1012   16.06    0.43    1012   15.16    0.47    1023   14.31    0.45    1045
1312   15.50    0.50    1012   15.00   -9.99       1   14.25    0.47    1023   13.37    0.45    1045
1313   15.95    0.50    1012   15.58   -9.99       1   14.66    0.47    1023   13.85    0.45    1045
1314   16.17    0.50    1012   15.70   -9.99       1   14.83    0.47    1023   13.96    0.45    1045
1315   17.30    0.50    1012   17.11   -9.99       1   16.10    0.47    1023   15.26    0.45    1045
1316   14.41    0.50    1012   14.13   -9.99       1   12.93    0.47    1023   12.11    0.45    1045
1317   15.50    0.50    1012   15.49   -9.99       1   14.22    0.47    1023   13.44    0.45    1045
1318   15.80    0.50    1012   15.62   -9.99       1   14.56    0.47    1023   13.77    0.45    1045
1319   16.08    0.50    1012   15.41   -9.99       1   14.72    0.47    1023   13.88    0.45    1045
1320   18.77    0.50    1012   18.43    0.43    1012   17.74    0.47    1023   16.85    0.45    1045
1321   15.53    0.50    1012   14.90   -9.99       1   14.33    0.47    1023   13.59    0.45    1045
1322   14.78    0.50    1012   14.36   -9.99       1   13.46    0.47    1023   12.61    0.45    1045
1323   17.86    0.50    1012   17.50    0.43    1012   16.87    0.47    1023   16.24    0.45    1045
1324   15.63   -9.99       1   15.12   -9.99       1   14.16   -9.99       1   13.27    0.45    1045
1325   16.59    0.50    1012   16.38   -9.99       1   15.53    0.47    1023   14.89    0.45    1045
1326   15.32   -9.99       1   14.84   -9.99       1   13.93   -9.99       1   13.06    0.45    1045
1327   18.43    0.50    1012   18.08    0.43    1012   17.68    0.47    1023   17.11    0.45    1045
1328   16.78    0.50    1012   16.43   -9.99       1   15.55    0.47    1023   14.69    0.45    1045
1329   14.48   -9.99       1   14.21   -9.99       1   13.49   -9.99       1   12.83    0.45    1045
1330   15.62    0.50    1012   13.73   -9.99       1   14.24    0.47    1023   13.38    0.45    1045
1331   -9.99   -9.99       0   15.58   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1332   16.54    0.50    1012   16.44   -9.99       1   15.30    0.47    1023   14.44    0.45    1045
1333   17.70    0.50    1012   18.31   -9.99       1   16.69    0.47    1023   15.88    0.45    1045
1334   15.26    0.50    1012   14.77   -9.99       1   13.88   -9.99       1   13.04    0.45    1045
1335   15.47   -9.99       2   14.95   -9.99       1   13.94   -9.99       1   13.07   -9.99       2
1336   16.95   -9.99       2   16.36   -9.99       1   15.61   -9.99       1   14.59   -9.99       2
1337   16.03   -9.99       2   15.62   -9.99       1   14.56   -9.99       4   13.60   -9.99       2
1338   16.57   -9.99       2   16.36   -9.99       1   15.21   -9.99       4   14.24   -9.99       2
1339   17.37   -9.99       1   16.86   -9.99       1   15.94   -9.99       1   15.13   -9.99       2
1340   14.93   -9.99       1   14.37   -9.99       1   13.49   -9.99       1   12.60    0.45    1045
1341   15.49    0.50    1012   15.02   -9.99       1   14.13    0.47    1023   13.23    0.45    1045
1342   14.89   -9.99       1   14.32   -9.99       1   13.35   -9.99       1   12.46    0.45    1045
1343   16.99   -9.99       2   16.36   -9.99       1   15.54   -9.99       4   14.66   -9.99       2
1344   18.11   -9.99       2   17.46   -9.99       1   16.83   -9.99       4   15.89   -9.99       2
1345   15.88   -9.99       1   15.20   -9.99       1   14.34   -9.99       1   13.40   -9.99       2
1346   15.98   -9.99       2   15.65   -9.99       1   14.62   -9.99       4   13.69   -9.99       2
1347   16.19   -9.99       1   15.73   -9.99       1   14.78   -9.99       1   13.54   -9.99       2
1348   15.67   -9.99       2   15.08   -9.99       1   14.03   -9.99       4   13.11   -9.99       2
1349   17.98   -9.99       2   17.54   -9.99       2   16.62   -9.99       4   15.80   -9.99       2
1350   18.20   -9.99       2   17.71   -9.99       1   16.96   -9.99       4   16.08   -9.99       2
1351   14.95   -9.99       1   14.37   -9.99       1   13.43   -9.99       1   12.62   -9.99       2
1352   16.00   -9.99       2   15.58   -9.99       1   14.53   -9.99       4   13.74   -9.99       2
1353   15.85   -9.99       2   15.40   -9.99       1   14.52   -9.99       4   13.68   -9.99       2
1354   15.79   -9.99       1   15.27   -9.99       1   14.35   -9.99       1   13.14   -9.99       2
1355   14.84   -9.99       1   14.29   -9.99       1   13.37   -9.99       1   12.37   -9.99       2
1356   16.54   -9.99       1   16.16   -9.99       1   15.29   -9.99       1   14.60   -9.99       2
1357   16.64   -9.99       1   16.17   -9.99       1   15.31   -9.99       1   14.33   -9.99       2
1358   15.07   -9.99       2   14.22   -9.99       1   13.33   -9.99       1   12.57   -9.99       2
1359   16.64   -9.99       2   16.20   -9.99       1   15.15   -9.99       4   14.21   -9.99       2
