6.697843566085157629e-01,7.192995542015782344e-40
1.201876932815581611e+00,4.156076561337511371e-39
2.156676469645430583e+00,2.401344718922390836e-38
3.869991400721874975e+00,1.387447407257340865e-37
6.944404342726255841e+00,8.015852890036369549e-37
1.246120383272164567e+01,4.630097875733211995e-36
2.236067966337277824e+01,2.672587132606204677e-35
4.012453385081730772e+01,1.539258890485738807e-34
7.200041505815924836e+01,8.802259735997818158e-34
1.291992522036890705e+02,4.919302776036373578e-33
2.318382019952101132e+02,2.553288374382143115e-32
4.160159674889891335e+02,1.044464124681409613e-31
7.465089174965913799e+02,1.984884044222650157e-31
