6.697843566085157629e-01,3.997134453414220873e-34
1.201876932815581611e+00,2.309530600280508673e-33
2.156676469645430583e+00,1.334438625461706250e-32
3.869991400721874975e+00,7.710334658521402779e-32
6.944404342726255841e+00,4.454992928150596002e-31
1.246120383272164567e+01,2.574056789913648131e-30
2.236067966337277824e+01,1.487238376711641845e-29
4.012453385081730772e+01,8.592414168626714525e-29
7.200041505815924836e+01,4.963181735406617012e-28
1.291992522036890705e+02,2.864946419838757584e-27
2.318382019952101132e+02,1.650225877519209596e-26
4.160159674889891335e+02,9.440120413124653721e-26
7.465089174965913799e+02,5.281717352775972490e-25
