6.697843566085157629e-01,6.963874755169086083e-32
1.201876932815581611e+00,4.023655486993402264e-31
2.156676469645430583e+00,2.324765559691714872e-30
3.869991400721874975e+00,1.343076128409206309e-29
6.944404342726255841e+00,7.757169050901907964e-29
1.246120383272164567e+01,4.476341579807824212e-28
2.236067966337277824e+01,2.575793391137156224e-27
4.012453385081730772e+01,1.468694050934293812e-26
7.200041505815924836e+01,8.131609006023584239e-26
1.291992522036890705e+02,4.095304379366294219e-25
2.318382019952101132e+02,1.520342757435173711e-24
4.160159674889891335e+02,2.113973388605103976e-24
7.465089174965913799e+02,1.244384885971124184e-25
