0.1052, 0.0115
0.1166, 0.0146
0.1286, 0.0174
0.1424, 0.0206
0.1582, 0.0240
0.1766, 0.0283
0.1973, 0.0318
0.2203, 0.0351
0.2460, 0.0386
0.2767, 0.0415
0.3098, 0.0441
0.2994, 0.0398
0.3432, 0.0476
0.3817, 0.0517
0.4274, 0.0551
0.4773, 0.0594
0.5303, 0.0630
0.5863, 0.0669
0.6556, 0.0700
0.7274, 0.0749
0.8001, 0.0795
0.8626, 0.0837
0.9440, 0.0877
1.0546, 0.0876
1.1666, 0.0841
1.2815, 0.0805
1.4377, 0.0767
1.5564, 0.0733
1.6950, 0.0695
1.8102, 0.0654
1.9236, 0.0612
2.0298, 0.0564
2.2234, 0.0471
2.1503, 0.0524
2.3078, 0.0408
2.4175, 0.0358
2.4926, 0.0309
2.5443, 0.0263
2.5970, 0.0216
2.6509, 0.0164
2.7060, 0.0110
2.7904, 0.0048
2.8058, -0.0008
2.8841, -0.0052
2.9975, -0.0185
2.9529, -0.0104
3.2355, -0.0201
